,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
22,2021-22,2021-11-27,,Valparaiso,,,Trinity Christian,,W,,106,69,37,,,False
23,2021-22,2021-11-27,,Washington State,,,Eastern Washington,,L,,71,76,-5,,,False
24,2021-22,2021-11-27,,Marquette,,,Northern Illinois,,W,,80,66,14,,,False
25,2021-22,2021-11-27,,North Dakota State,,,Idaho,,W,,90,73,17,,,False
26,2021-22,2021-11-27,,Utah Tech,,,Weber State,,L,,70,87,-17,,,False
27,2021-22,2021-11-27,,Illinois State,,,Purdue Northwest,,W,,81,71,10,,,False
28,2021-22,2021-11-27,,Utah,,,Brigham Young,18,L,,64,75,-11,,,False
29,2021-22,2021-11-27,,Utah State,,,UT Arlington,,W,,80,61,19,,,False
30,2021-22,2021-11-27,,California Baptist,,,San Diego Christian,,W,,85,38,47,,,False
31,2021-22,2021-11-27,,Loyola Marymount,,,Prairie View,,W,,83,80,3,,,False
32,2021-22,2021-11-27,,Seattle,,,St. Thomas,,W,,81,64,17,,,False
33,2021-22,2021-11-27,,Washington,,,Winthrop,,L,,74,82,-8,,,False
34,2021-22,2021-11-28,,Florida,23,,Troy,,W,,84,45,39,,,False
35,2021-22,2021-11-28,,Florida International,,,North Florida,,W,,84,69,15,,,False
36,2021-22,2021-11-28,,Seton Hall,21,,Bethune-Cookman,,W,,84,70,14,,,False
37,2021-22,2021-11-28,,Boston University,,,Merrimack,,W,,61,60,1,,,False
38,2021-22,2021-11-28,,Central Connecticut State,,,Fordham,,L,,83,89,-6,,2,False
39,2021-22,2021-11-28,,Yale,,,Stony Brook,,L,,81,85,-4,,,False
40,2021-22,2021-11-28,,Binghamton,,,Hartwick,,W,,110,41,69,,,False
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
42,2021-22,2021-11-28,,Bowling Green State,,,Chicago State,,W,,75,57,18,,,False
43,2021-22,2021-11-28,,Bucknell,,,Siena,,W,,65,56,9,,1,False
44,2021-22,2021-11-28,,DePaul,,,Eastern Michigan,,W,,101,63,38,,,False
45,2021-22,2021-11-28,,Duquesne,,,American,,W,,88,79,9,,,False
46,2021-22,2021-11-28,,Eastern Illinois,,,Evansville,,L,,54,70,-16,,,False
47,2021-22,2021-11-28,,Fairfield,,,Loyola (MD),,L,,70,75,-5,,,False
48,2021-22,2021-11-28,,Florida Atlantic,,,James Madison,,L,,65,69,-4,,,False
49,2021-22,2021-11-28,,Milwaukee,,,Alcorn State,,L,,57,61,-4,,,False
50,2021-22,2021-11-28,,South Carolina,,,Rider,,W,,65,58,7,,,False
51,2021-22,2021-11-28,,South Carolina State,,,The Citadel,,L,,79,91,-12,,1,False
52,2021-22,2021-11-28,,Alabama State,,,North Alabama,,L,,69,81,-12,,,False
53,2021-22,2021-11-28,,Bellarmine,,,Franklin,,W,,75,37,38,,,False
54,2021-22,2021-11-28,,Incarnate Word,,,Portland,,L,,68,77,-9,,,False
55,2021-22,2021-11-28,,Southern Methodist,,,Louisiana-Monroe,,W,,74,67,7,,,False
56,2021-22,2021-11-28,,Tennessee State,,,Southern,,L,,80,82,-2,,,False
57,2021-22,2021-11-28,,Arkansas,13,,Pennsylvania,,W,,76,60,16,,,False
58,2021-22,2021-11-28,,Arkansas State,,,Kansas City,,W,,66,55,11,,,False
59,2021-22,2021-11-28,,Bryant,,,Dartmouth,,L,,61,63,-2,,1,False
60,2021-22,2021-11-28,,Georgia,,,Wofford,,L,,65,68,-3,,,False
61,2021-22,2021-11-28,,Kennesaw State,,,Charleston Southern,,W,,89,52,37,,,False
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
63,2021-22,2021-11-28,,UNC Asheville,,,St. Andrews,,W,,106,36,70,,,False
64,2021-22,2021-11-28,,Northwestern State,,,Stephen F. Austin,,L,,68,72,-4,,,False
65,2021-22,2021-11-28,,Princeton,,,Fairleigh Dickinson,,W,,89,79,10,,,False
66,2021-22,2021-11-28,,Quinnipiac,,,Brown,,L,,61,72,-11,,,False
67,2021-22,2021-11-28,,Radford,,,Eastern Kentucky,,W,,88,75,13,,,False
68,2021-22,2021-11-28,,UC Davis,,,Academy of Art,,L,,60,79,-19,,,False
69,2021-22,2021-11-28,,Kansas State,,,North Dakota,,W,,84,42,42,,,False
70,2021-22,2021-11-28,,Lipscomb,,,Kentucky Christian,,W,,86,67,19,,,False
71,2021-22,2021-11-28,,Florida Gulf Coast,,,Purdue-Fort Wayne,,W,,85,78,7,,,False
72,2021-22,2021-11-28,,San Diego,,,Cal State Northridge,,L,,52,56,-4,,,False
73,2021-22,2021-11-28,,Colorado,,,Stanford,,W,,80,76,4,,,False
74,2021-22,2021-11-28,,Lehigh,,,Saint Francis (PA),,L,,68,79,-11,,,False
75,2021-22,2021-11-28,,California,,,Fresno State,,W,,65,57,8,,,False
76,2021-22,2021-11-29,,Appalachian State,,,Hartford,,W,,69,59,10,,,False
77,2021-22,2021-11-29,,Boston College,,,South Florida,,W,,64,49,15,,,False
78,2021-22,2021-11-29,,Buffalo,,,Point Park,,W,,94,49,45,,,False
79,2021-22,2021-11-29,,Canisius,,,Cornell,,L,,75,89,-14,,,False
80,2021-22,2021-11-29,,Colgate,,,Niagara,,L,,59,70,-11,,,False
81,2021-22,2021-11-29,,Columbia,,,Lafayette,,L,,50,73,-23,,,False
82,2021-22,2021-11-29,,Gardner-Webb,,,North Carolina Central,,W,,83,58,25,,,False
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
84,2021-22,2021-11-29,,Kentucky,9,,Central Michigan,,W,,85,57,28,,,False
85,2021-22,2021-11-29,,Toledo,,,Northwestern Ohio,,W,,106,36,70,,,False
86,2021-22,2021-11-29,,Virginia,,,Iowa,,L,,74,75,-1,,,False
87,2021-22,2021-11-29,,Abilene Christian,,,Schreiner,,W,,88,47,41,,,False
88,2021-22,2021-11-29,,Arkansas-Pine Bluff,,,Arkansas Baptist,,W,,75,70,5,,,False
89,2021-22,2021-11-29,,Houston Christian,,,Southwestern Adventist,,W,,100,62,38,,,False
90,2021-22,2021-11-29,,Missouri,,,Paul Quinn,,W,,91,59,32,,,False
91,2021-22,2021-11-29,,Murray State,,,Campbellsville,,W,,98,61,37,,,False
92,2021-22,2021-11-29,,Oral Roberts,,,Tulsa,,W,,87,80,7,,,False
93,2021-22,2021-11-29,,South Alabama,,,Texas A&M-Commerce,,W,,69,66,3,,,False
94,2021-22,2021-11-29,,Texas,7,,Sam Houston State,,W,,73,57,16,,,False
95,2021-22,2021-11-29,,TCU,,,Austin Peay,,W,,68,51,17,,,False
96,2021-22,2021-11-29,,UTSA,,,St. Mary's (TX),,W,,75,65,10,,,False
97,2021-22,2021-11-29,,Vanderbilt,,,Mississippi Valley State,,W,,75,36,39,,,False
98,2021-22,2021-11-29,,UC Santa Barbara,,,UT Arlington,,L,,62,70,-8,,,False
99,2021-22,2021-11-29,,Illinois,,,Notre Dame,,W,,82,72,10,,,False
100,2021-22,2021-11-29,,Utah State,,,Carroll (MT),,W,,93,63,30,,,False
101,2021-22,2021-11-29,,Cal State Fullerton,,,Wyoming,,L,,66,79,-13,,,False
102,2021-22,2021-11-29,,Gonzaga,3,,Tarleton State,,W,,64,55,9,,,False
103,2021-22,2021-11-29,,Loyola Marymount,,,Grand Canyon,,L,,72,78,-6,,,False
0,2021-22,2021-11-29,,Oregon,,,Montana,,W,,87,47,40,,,False
1,2021-22,2021-11-29,,Saint Mary's (CA),,,UC Riverside,,W,,67,50,17,,,False
2,2021-22,2021-11-30,,Butler,,,Saginaw Valley,,W,,68,57,11,,,False
3,2021-22,2021-11-30,,Radford,,,Kentucky Christian,,W,,79,70,9,,,False
4,2021-22,2021-11-30,,Army,,,Siena,,L,,67,83,-16,,,False
5,2021-22,2021-11-30,,Campbell,,,Lancaster Bible,,W,,83,39,44,,,False
6,2021-22,2021-11-30,,Charlotte,,,Davidson,,L,,58,75,-17,,,False
7,2021-22,2021-11-30,,College of Charleston,,,Tulane,,W,,81,77,4,,,False
8,2021-22,2021-11-30,,Connecticut,17,,Maryland-Eastern Shore,,W,,72,63,9,,,False
9,2021-22,2021-11-30,,Delaware,,,Long Island University,,W,,75,67,8,,,False
10,2021-22,2021-11-30,,East Carolina,,,Old Dominion,,W,,63,62,1,,,False
11,2021-22,2021-11-30,,Georgetown,,,Longwood,,W,,91,83,8,,,False
12,2021-22,2021-11-30,,High Point,,,Furman,,L,,70,74,-4,,2,False
13,2021-22,2021-11-30,,Kent State,,,Point Park,,W,,107,41,66,,,False
14,2021-22,2021-11-30,,Manhattan,,,Fairleigh Dickinson,,W,,78,73,5,,,False
15,2021-22,2021-11-30,,Mississippi,,,Rider,,W,,75,51,24,,,False
16,2021-22,2021-11-30,,Mount St. Mary's,,,Howard,,W,,72,70,2,,,False
17,2021-22,2021-11-30,,NJIT,,,Sacred Heart,,W,,75,70,5,,,False
18,2021-22,2021-11-30,,UNC Greensboro,,,Elon,,W,,74,61,13,,,False
19,2021-22,2021-11-30,,Northeastern,,,Detroit Mercy,,W,,66,56,10,,,False
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
21,2021-22,2021-11-30,,Pittsburgh,,,Minnesota,,L,,53,54,-1,,,False
22,2021-22,2021-11-30,,Purdue,2,,Florida State,,W,,93,65,28,,,False
23,2021-22,2021-11-30,,Syracuse,,,Indiana,,W,,112,110,2,,2,False
24,2021-22,2021-11-30,,Tennessee,13,,Presbyterian,,W,,86,44,42,,,False
25,2021-22,2021-11-30,,Tennessee Tech,,,Chattanooga,,L,,65,82,-17,,,False
26,2021-22,2021-11-30,,Texas A&M,,,New Orleans,,W,,85,65,20,,,False
27,2021-22,2021-11-30,,Virginia Military Institute,,,Clarks Summit,,W,,88,40,48,,,False
28,2021-22,2021-11-30,,West Virginia,,,Bellarmine,,W,,74,55,19,,,False
29,2021-22,2021-11-30,,Houston,15,,Northwestern State,,W,,99,58,41,,,False
30,2021-22,2021-11-30,,Omaha,,,Southern Illinois-Edwardsville,,L,,65,75,-10,,,False
31,2021-22,2021-11-30,,North Dakota,,,Presentation College,,W,,72,55,17,,,False
32,2021-22,2021-11-30,,Rice,,,Texas State,,L,,69,80,-11,,,False
33,2021-22,2021-11-30,,Samford,,,Mississippi College,,W,,83,58,25,,,False
34,2021-22,2021-11-30,,South Dakota State,,,Prairie View,,W,,99,90,9,,,False
35,2021-22,2021-11-30,,Western Kentucky,,,Rhodes,,W,,105,35,70,,,False
36,2021-22,2021-11-30,,Boise State,,,Saint Louis,,L,,82,86,-4,,1,False
37,2021-22,2021-11-30,,Creighton,,,North Dakota State,,W,,80,55,25,,,False
38,2021-22,2021-11-30,,Utah Tech,,,Bethesda University (CA),,W,,99,61,38,,,False
39,2021-22,2021-11-30,,Marquette,,,Jackson State,,W,,83,54,29,,,False
40,2021-22,2021-11-30,,New Mexico State,,,New Mexico,,L,,94,101,-7,,,False
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
42,2021-22,2021-11-30,,Ohio State,,,Duke,1,W,,71,66,5,,,False
43,2021-22,2021-11-30,,Rutgers,,,Clemson,,W,,74,64,10,,,False
44,2021-22,2021-11-30,,Santa Clara,,,Hawaii,,W,,70,58,12,,,False
45,2021-22,2021-11-30,,Wake Forest,,,Northwestern,,W,,77,73,4,,1,False
46,2021-22,2021-11-30,,Nevada,,,Pepperdine,,W,,79,66,13,,,False
47,2021-22,2021-11-30,,San Diego State,,,Long Beach State,,W,,72,47,25,,,False
48,2021-22,2021-11-30,,San Jose State,,,South Dakota,,W,,61,52,9,,,False
49,2021-22,2021-12-01,,Western Carolina,,,Warren Wilson,,W,,102,47,55,,,False
50,2021-22,2021-12-01,,UNC Asheville,,,The Citadel,,W,,65,58,7,,,False
51,2021-22,2021-12-01,,South Carolina Upstate,,,North Carolina Central,,L,,65,67,-2,,,False
52,2021-22,2021-12-01,,Stony Brook,,,American,,W,,80,57,23,,,False
53,2021-22,2021-12-01,,Xavier,,,Central Michigan,,W,,78,45,33,,,False
54,2021-22,2021-12-01,,Akron,,,Marshall,,W,,88,86,2,,,False
55,2021-22,2021-12-01,,UAB,,,East Tennessee State,,W,,70,56,14,,,False
56,2021-22,2021-12-01,,Appalachian State,,,Boyce,,W,,90,29,61,,,False
57,2021-22,2021-12-01,,Arizona State,,,Washington State,,L,,29,51,-22,,,False
58,2021-22,2021-12-01,,Central Connecticut State,,,Holy Cross,,W,,73,67,6,,,False
59,2021-22,2021-12-01,,Coastal Carolina,,,South Carolina,,W,,80,56,24,,,False
60,2021-22,2021-12-01,,Dayton,,,Alabama State,,W,,93,54,39,,,False
61,2021-22,2021-12-01,,Duquesne,,,Bowling Green State,,L,,70,78,-8,,,False
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
63,2021-22,2021-12-01,,Evansville,,,Southern Illinois,,L,,52,54,-2,,,False
64,2021-22,2021-12-01,,Florida A&M,,,Fort Valley State,,W,,76,63,13,,,False
65,2021-22,2021-12-01,,Florida Atlantic,,,Stetson,,W,,83,73,10,,,False
66,2021-22,2021-12-01,,Florida International,,,Florida Gulf Coast,,W,,77,61,16,,,False
67,2021-22,2021-12-01,,Fordham,,,St. Francis (NY),,W,,68,46,22,,,False
68,2021-22,2021-12-01,,George Washington,,,Boston University,,L,,54,56,-2,,,False
69,2021-22,2021-12-01,,Georgia,,,Memphis,18,W,,82,79,3,,,False
70,2021-22,2021-12-01,,Harvard,,,Rhode Island,,L,,57,64,-7,,,False
71,2021-22,2021-12-01,,Hofstra,,,Princeton,,W,,81,77,4,,,False
72,2021-22,2021-12-01,,Incarnate Word,,,Our Lady of the Lake,,W,,93,66,27,,,False
73,2021-22,2021-12-01,,Kennesaw State,,,Mercer,,L,,71,73,-2,,,False
74,2021-22,2021-12-01,,Louisiana-Monroe,,,Centenary (LA),,W,,104,67,37,,,False
75,2021-22,2021-12-01,,Louisiana Tech,,,Texas Southern,,W,,87,60,27,,,False
76,2021-22,2021-12-01,,Loyola (MD),,,Chicago State,,W,,78,64,14,,,False
77,2021-22,2021-12-01,,Marist,,,Iona,,L,,71,78,-7,,,False
78,2021-22,2021-12-01,,Maryland,,,Virginia Tech,,L,,58,62,-4,,,False
79,2021-22,2021-12-01,,Maryland-Baltimore County,,,Columbia,,W,,98,60,38,,,False
80,2021-22,2021-12-01,,Massachusetts-Lowell,,,Brown,,L,,63,73,-10,,,False
81,2021-22,2021-12-01,,Miami (OH),,,Cincinnati,,L,,58,59,-1,,,False
82,2021-22,2021-12-01,,Michigan State,22,,Louisville,,W,,73,64,9,,,False
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
84,2021-22,2021-12-01,,Middle Tennessee,,,Tennessee-Martin,,W,,73,61,12,,,False
85,2021-22,2021-12-01,,Morehead State,,,Georgia Southern,,W,,59,51,8,,,False
86,2021-22,2021-12-01,,Navy,,,William & Mary,,W,,75,56,19,,,False
87,2021-22,2021-12-01,,NC State,,,Nebraska,,W,,104,100,4,,4,False
88,2021-22,2021-12-01,,UNC Wilmington,,,Norfolk State,,L,,69,74,-5,,,False
89,2021-22,2021-12-01,,Pennsylvania,,,Villanova,6,L,,56,71,-15,,,False
90,2021-22,2021-12-01,,Saint Francis (PA),,,Bucknell,,W,,93,67,26,,,False
91,2021-22,2021-12-01,,Saint Joseph's,,,Binghamton,,W,,79,57,22,,,False
92,2021-22,2021-12-01,,Seton Hall,25,,Wagner,,W,,85,63,22,,,False
93,2021-22,2021-12-01,,St. Bonaventure,,,Coppin State,,W,,93,81,12,,,False
94,2021-22,2021-12-01,,Stephen F. Austin,,,Lincoln (CA),,W,,90,54,36,,,False
95,2021-22,2021-12-01,,Temple,,,La Salle,,W,,73,57,16,,,False
96,2021-22,2021-12-01,,Vermont,,,Dartmouth,,W,,83,65,18,,,False
97,2021-22,2021-12-01,,Western Illinois,,,Ball State,,W,,93,80,13,,,False
98,2021-22,2021-12-01,,Winthrop,,,Hartford,,W,,82,75,7,,,False
99,2021-22,2021-12-01,,Wofford,,,Richmond,,L,,64,73,-9,,,False
100,2021-22,2021-12-01,,Yale,,,Lehigh,,W,,82,72,10,,,False
101,2021-22,2021-12-01,,Abilene Christian,,,Dallas,,W,,108,65,43,,,False
102,2021-22,2021-12-01,,Arkansas,10,,Central Arkansas,,W,,97,60,37,,,False
103,2021-22,2021-12-01,,Auburn,21,,Central Florida,,W,,85,68,17,,,False
0,2021-22,2021-12-01,,Bradley,,,Northern Iowa,,W,,71,69,2,,,False
1,2021-22,2021-12-01,,Illinois State,,,Missouri State,,W,,79,74,5,,1,False
2,2021-22,2021-12-01,,Iowa State,19,,Arkansas-Pine Bluff,,W,,83,64,19,,,False
3,2021-22,2021-12-01,,Kansas State,,,Albany (NY),,W,,71,43,28,,,False
4,2021-22,2021-12-01,,Louisiana State,,,Ohio,,W,,66,51,15,,,False
5,2021-22,2021-12-01,,Loyola (IL),,,Indiana State,,W,,88,76,12,,,False
6,2021-22,2021-12-01,,Northern Illinois,,,Eastern Illinois,,W,,55,45,10,,,False
7,2021-22,2021-12-01,,Oklahoma,,,Florida,14,W,,74,67,7,,,False
8,2021-22,2021-12-01,,Oklahoma State,,,Wichita State,,L,,51,60,-9,,,False
9,2021-22,2021-12-01,,Providence,,,Texas Tech,,W,,72,68,4,,,False
10,2021-22,2021-12-01,,South Alabama,,,Southern Mississippi,,W,,85,55,30,,,False
11,2021-22,2021-12-01,,Southern Methodist,,,Nevada-Las Vegas,,W,,83,64,19,,,False
12,2021-22,2021-12-01,,Texas-Rio Grande Valley,,,Texas A&M-Corpus Christi,,L,,77,83,-6,,,False
13,2021-22,2021-12-01,,Troy,,,Rust,,W,,81,48,33,,,False
14,2021-22,2021-12-01,,UC Davis,,,Pacific,,W,,63,57,6,,,False
15,2021-22,2021-12-01,,Colorado State,,,Little Rock,,W,,86,55,31,,,False
16,2021-22,2021-12-01,,Utah Tech,,,Bethesda University (CA),,W,,99,67,32,,,False
17,2021-22,2021-12-01,,Georgia Tech,,,Wisconsin,23,L,,66,70,-4,,,False
18,2021-22,2021-12-01,,North Alabama,,,Mississippi Valley State,,W,,72,58,14,,,False
19,2021-22,2021-12-01,,North Carolina,,,Michigan,24,W,,72,51,21,,,False
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
21,2021-22,2021-12-01,,Penn State,,,Miami (FL),,L,,58,63,-5,,,False
22,2021-22,2021-12-01,,UCLA,5,,Colorado,,W,,73,61,12,,,False
23,2021-22,2021-12-01,,Utah Valley,,,Brigham Young,12,W,,72,65,7,,1,False
24,2021-22,2021-12-01,,Fresno State,,,San Diego,,W,,63,43,20,,,False
25,2021-22,2021-12-01,,Oregon,,,UC Riverside,,W,,71,65,6,,,False
26,2021-22,2021-12-01,,Seattle,,,McNeese State,,W,,78,62,16,,,False
27,2021-22,2021-12-01,,Southern California,20,,Utah,,W,,93,73,20,,,False
28,2021-22,2021-12-02,,Cleveland State,,,Northern Kentucky,,W,,72,58,14,,,False
29,2021-22,2021-12-02,,Delaware State,,,Delaware,,L,,48,59,-11,,,False
30,2021-22,2021-12-02,,Drexel,,,Fairleigh Dickinson,,W,,86,65,21,,,False
31,2021-22,2021-12-02,,Grambling,,,Jarvis Christian,,W,,71,44,27,,,False
32,2021-22,2021-12-02,,Purdue-Fort Wayne,,,Wright State,,L,,73,86,-13,,,False
33,2021-22,2021-12-02,,IUPUI,,,Detroit Mercy,,L,,45,69,-24,,,False
34,2021-22,2021-12-02,,James Madison,,,Eastern Mennonite,,W,,96,54,42,,,False
35,2021-22,2021-12-02,,Lafayette,,,Sacred Heart,,L,,67,74,-7,,,False
36,2021-22,2021-12-02,,Liberty,,,Missouri,,W,,66,45,21,,,False
37,2021-22,2021-12-02,,NJIT,,,St. Elizabeth,,W,,76,43,33,,,False
38,2021-22,2021-12-02,,North Florida,,,Edward Waters,,W,,103,57,46,,,False
39,2021-22,2021-12-02,,Sam Houston State,,,Schreiner,,W,,106,46,60,,,False
40,2021-22,2021-12-02,,Towson,,,Long Island University,,W,,72,63,9,,,False
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
42,2021-22,2021-12-02,,Belmont,,,Lipscomb,,W,,94,65,29,,,False
43,2021-22,2021-12-02,,Charleston Southern,,,Jacksonville,,L,,56,67,-11,,,False
44,2021-22,2021-12-02,,Green Bay,,,Robert Morris,,W,,70,58,12,,,False
45,2021-22,2021-12-02,,Illinois-Chicago,,,Oakland,,L,,77,81,-4,,,False
46,2021-22,2021-12-02,,Milwaukee,,,Youngstown State,,L,,68,70,-2,,,False
47,2021-22,2021-12-02,,Mississippi State,,,Lamar,,W,,75,60,15,,,False
48,2021-22,2021-12-02,,North Dakota State,,,Northland,,W,,114,51,63,,,False
49,2021-22,2021-12-02,,Northern Colorado,,,Montana State,,W,,77,75,2,,1,False
50,2021-22,2021-12-02,,St. Thomas,,,Crown (MN),,W,,73,53,20,,,False
51,2021-22,2021-12-02,,TCU,,,Oral Roberts,,W,,71,63,8,,,False
52,2021-22,2021-12-02,,Drake,,,Valparaiso,,W,,73,66,7,,,False
53,2021-22,2021-12-02,,Eastern Washington,,,Southern Utah,,L,,76,89,-13,,,False
54,2021-22,2021-12-02,,Grand Canyon,,,UTSA,,W,,74,71,3,,,False
55,2021-22,2021-12-02,,Idaho State,,,Portland State,,L,,55,63,-8,,,False
56,2021-22,2021-12-02,,Utah State,,,Saint Mary's (CA),,L,,58,60,-2,,,False
57,2021-22,2021-12-02,,Weber State,,,Northern Arizona,,W,,67,44,23,,,False
58,2021-22,2021-12-02,,Wyoming,,,Denver,,W,,77,64,13,,,False
59,2021-22,2021-12-02,,California,,,Oregon State,,W,,73,61,12,,,False
60,2021-22,2021-12-02,,California Baptist,,,Cal Poly,,W,,64,55,9,,,False
61,2021-22,2021-12-02,,UC San Diego,,,Eastern Michigan,,W,,83,74,9,,,False
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
63,2021-22,2021-12-02,,Sacramento State,,,Montana,,L,,58,65,-7,,,False
64,2021-22,2021-12-03,,North Carolina A&T,,,Carver College,,W,,97,55,42,,,False
65,2021-22,2021-12-03,,Boston College,,,Notre Dame,,W,,73,57,16,,,False
66,2021-22,2021-12-03,,Canisius,,,Fairfield,,L,,68,74,-6,,,False
67,2021-22,2021-12-03,,Cornell,,,Coppin State,,W,,92,77,15,,,False
68,2021-22,2021-12-03,,Furman,,,College of Charleston,,W,,91,88,3,,1,False
69,2021-22,2021-12-03,,Illinois,,,Rutgers,,W,,86,51,35,,,False
70,2021-22,2021-12-03,,Iona,,,Rider,,W,,80,54,26,,,False
71,2021-22,2021-12-03,,Niagara,,,Monmouth,,L,,49,57,-8,,,False
72,2021-22,2021-12-03,,Northeastern,,,Colgate,,W,,74,69,5,,,False
73,2021-22,2021-12-03,,Presbyterian,,,Bob Jones University,,W,,90,61,29,,,False
74,2021-22,2021-12-03,,Quinnipiac,,,Saint Peter's,,L,,59,69,-10,,,False
75,2021-22,2021-12-03,,Siena,,,Manhattan,,L,,72,77,-5,,1,False
76,2021-22,2021-12-03,,South Florida,,,South Carolina State,,L,,64,65,-1,,,False
77,2021-22,2021-12-03,,St. John's (NY),,,Kansas,8,L,,75,95,-20,,,False
78,2021-22,2021-12-03,,Texas,7,,Texas-Rio Grande Valley,,W,,88,58,30,,,False
79,2021-22,2021-12-03,,Houston,15,,Bryant,,W,,111,44,67,,,False
80,2021-22,2021-12-03,,Louisiana,,,New Orleans,,W,,80,67,13,,,False
81,2021-22,2021-12-03,,South Dakota,,,Waldorf,,W,,93,37,56,,,False
82,2021-22,2021-12-03,,South Dakota State,,,Minnesota-Morris,,W,,112,47,65,,,False
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
84,2021-22,2021-12-03,,UTEP,,,New Mexico State,,L,,69,72,-3,,,False
85,2021-22,2021-12-03,,Virginia,,,Pittsburgh,,W,,57,56,1,,,False
86,2021-22,2021-12-03,,Boise State,,,Tulsa,,W,,63,58,5,,,False
87,2021-22,2021-12-03,,Purdue,2,,Iowa,,W,,77,70,7,,,False
88,2021-22,2021-12-03,,Cal State Bakersfield,,,Benedictine (AZ),,W,,87,59,28,,,False
89,2021-22,2021-12-03,,UC Irvine,,,Bethesda University (CA),,W,,86,54,32,,,False
90,2021-22,2021-12-03,,UC Santa Barbara,,,Pepperdine,,W,,86,74,12,,,False
91,2021-22,2021-12-03,,Portland,,,Virginia Military Institute,,L,,82,90,-8,,,False
92,2021-22,2021-12-03,,San Jose State,,,North Dakota,,W,,76,51,25,,,False
93,2021-22,2021-12-04,,Indiana,,,Nebraska,,W,,68,55,13,,,False
94,2021-22,2021-12-04,,IUPUI,,,Oakland,,L,,45,78,-33,,,False
95,2021-22,2021-12-04,,Massachusetts,,,Harvard,,W,,87,77,10,,,False
96,2021-22,2021-12-04,,Miami (FL),,,Clemson,,W,,80,75,5,,,False
97,2021-22,2021-12-04,,Milwaukee,,,Robert Morris,,W,,77,69,8,,,False
98,2021-22,2021-12-04,,Mississippi,,,Memphis,18,W,,67,63,4,,,False
99,2021-22,2021-12-04,,Seton Hall,25,,Nyack,,W,,113,67,46,,,False
100,2021-22,2021-12-04,,Villanova,6,,Saint Joseph's,,W,,81,52,29,,,False
101,2021-22,2021-12-04,,Wisconsin,23,,Marquette,,W,,89,76,13,,,False
102,2021-22,2021-12-04,,Boston University,,,Binghamton,,W,,68,63,5,,,False
103,2021-22,2021-12-04,,Coastal Carolina,,,Winthrop,,W,,74,64,10,,,False
0,2021-22,2021-12-04,,Indiana State,,,Miami (OH),,W,,69,68,1,,,False
1,2021-22,2021-12-04,,Purdue-Fort Wayne,,,Northern Kentucky,,W,,71,57,14,,,False
2,2021-22,2021-12-04,,Loyola (MD),,,Mount St. Mary's,,W,,61,55,6,,,False
3,2021-22,2021-12-04,,Michigan,24,,San Diego State,,W,,72,58,14,,,False
4,2021-22,2021-12-04,,Omaha,,,Eastern Washington,,L,,81,92,-11,,,False
5,2021-22,2021-12-04,,Auburn,21,,Yale,,W,,86,64,22,,,False
6,2021-22,2021-12-04,,Charlotte,,,George Washington,,W,,86,79,7,,,False
7,2021-22,2021-12-04,,Colorado,,,Tennessee,13,L,,54,69,-15,,,False
8,2021-22,2021-12-04,,Columbia,,,Maine,,W,,77,66,11,,,False
9,2021-22,2021-12-04,,Dayton,,,Northern Illinois,,W,,79,41,38,,,False
10,2021-22,2021-12-04,,Evansville,,,Tennessee Tech,,W,,59,51,8,,,False
11,2021-22,2021-12-04,,Hofstra,,,Bucknell,,W,,88,69,19,,,False
12,2021-22,2021-12-04,,La Salle,,,Holy Cross,,W,,84,65,19,,,False
13,2021-22,2021-12-04,,Mercer,,,Georgia State,,W,,83,77,6,,,False
14,2021-22,2021-12-04,,UNC Asheville,,,North Carolina Central,,W,,82,66,16,,,False
15,2021-22,2021-12-04,,NC State,,,Louisville,,L,,68,73,-5,,,False
16,2021-22,2021-12-04,,North Texas,,,Louisiana State-Shreveport,,W,,73,35,38,,,False
17,2021-22,2021-12-04,,Providence,,,Rhode Island,,W,,66,52,14,,,False
18,2021-22,2021-12-04,,Tulane,,,Alcorn State,,W,,85,64,21,,,False
19,2021-22,2021-12-04,,Virginia Tech,,,Wake Forest,,L,,61,80,-19,,,False
