,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
4330,4330,4522,17,1993-94,1993-11-26,,Wake Forest,,,Hawaii,,W,,78,49,29,,,True
4331,4331,4523,18,1993-94,1993-11-26,,Washington State,,,Coppin State,,W,,57,55,2,,,True
4332,4332,4524,19,1993-94,1993-11-26,,Purdue,21.0,,Weber State,,W,,97,78,19,,,True
4333,4333,4526,21,1993-94,1993-11-26,,East Tennessee State,,,Wright State,,W,,92,81,11,,,True
4334,4334,4527,22,1993-94,1993-11-27,,Gonzaga,,,Cal State Northridge,,W,,90,57,33,,,True
4335,4335,4528,23,1993-94,1993-11-27,,Wake Forest,,,Green Bay,,W,,61,58,3,,1.0,True
4336,4336,4529,24,1993-94,1993-11-27,,Marquette,,,East Tennessee State,,W,,87,72,15,,,True
4337,4337,4530,25,1993-94,1993-11-27,,NC State,,,Hawaii,,W,,83,48,35,,,True
4338,4338,4531,26,1993-94,1993-11-27,,Coppin State,,,Pacific,,W,,86,77,9,,,True
4339,4339,4532,27,1993-94,1993-11-27,,Purdue,21.0,,Portland,,W,,88,73,15,,,True
4340,4340,4533,28,1993-94,1993-11-27,,San Francisco,,,Delaware State,,W,,123,75,48,,,True
4341,4341,4534,29,1993-94,1993-11-27,,Siena,,,Stephen F. Austin,,W,,78,63,15,,,True
4342,4342,4535,30,1993-94,1993-11-27,,Connecticut,,,Towson,,W,,107,67,40,,,True
4343,4343,4536,31,1993-94,1993-11-27,,Washington State,,,Michigan State,,W,,76,71,5,,,True
4344,4344,4537,32,1993-94,1993-11-27,,Virginia Tech,,,West Virginia,,W,,63,58,5,,,True
4345,4345,4538,33,1993-94,1993-11-28,,Michigan State,,,East Tennessee State,,W,,92,69,23,,,True
4346,4346,4539,34,1993-94,1993-11-28,,Washington State,,,Marquette,,W,,56,46,10,,,True
4347,4347,4540,35,1993-94,1993-11-28,,Pacific,,,Wright State,,W,,99,94,5,,1.0,True
4348,4348,4541,36,1993-94,1993-12-02,,Monmouth,,,Hofstra,,W,,59,49,10,,,True
4349,4349,4542,37,1993-94,1993-12-02,,Oklahoma State,8.0,,Arizona State,,W,,87,69,18,,,True
4350,4350,4543,38,1993-94,1993-12-03,,East Carolina,,,Columbia,,W,,78,51,27,,,True
4351,4351,4544,39,1993-94,1993-12-03,,Green Bay,,,Detroit Mercy,,W,,74,63,11,,1.0,True
4352,4352,4545,40,1993-94,1993-12-03,,Long Beach State,,,Houston,,W,,77,67,10,,,True
4353,4353,4547,42,1993-94,1993-12-03,,Kansas City,,,Louisiana-Monroe,,W,,94,83,11,,,True
4354,4354,4548,43,1993-94,1993-12-03,,Miami (OH),,,Idaho,,W,,86,77,9,,,True
4355,4355,4549,44,1993-94,1993-12-03,,Buffalo,,,Niagara,,W,,69,64,5,,,True
4356,4356,4550,45,1993-94,1993-12-03,,North Carolina,4.0,,George Washington,22.0,W,,87,62,25,,,True
4357,4357,4551,46,1993-94,1993-12-03,,Centenary (LA),,,North Texas,,W,,88,71,17,,,True
4358,4358,4552,47,1993-94,1993-12-03,,Old Dominion,,,Hofstra,,W,,92,66,26,,,True
4359,4359,4553,48,1993-94,1993-12-03,,Portland,,,Navy,,W,,94,93,1,,,True
4360,4360,4554,49,1993-94,1993-12-03,,UNC Wilmington,,,Saint Peter's,,W,,79,61,18,,,True
4361,4361,4555,50,1993-94,1993-12-03,,Brigham Young,,,South Carolina,,W,,72,68,4,,,True
4362,4362,4556,51,1993-94,1993-12-03,,South Carolina State,,,Maine,,W,,67,62,5,,,True
4363,4363,4557,52,1993-94,1993-12-03,,Tennessee State,,,Central State (OH),,W,,97,81,16,,,True
4364,4364,4558,53,1993-94,1993-12-03,,UT Arlington,,,Alabama State,,W,,84,79,5,,,True
4365,4365,4559,54,1993-94,1993-12-03,,Drexel,,,TCU,,W,,84,71,13,,,True
4366,4366,4560,55,1993-94,1993-12-03,,Texas Tech,,,Central Michigan,,W,,70,61,9,,,True
4367,4367,4561,56,1993-94,1993-12-03,,Vanderbilt,20.0,,Princeton,,W,,61,43,18,,,True
4368,4368,4562,57,1993-94,1993-12-03,,Western Michigan,,,Indiana State,,W,,67,52,15,,,True
4369,4369,4563,58,1993-94,1993-12-03,,La Salle,,,Yale,,W,,78,69,9,,,True
4370,4370,4564,59,1993-94,1993-12-04,,Canisius,,,Buffalo,,W,,73,58,15,,,True
4371,4371,4565,60,1993-94,1993-12-04,,Cal State Northridge,,,Central Michigan,,W,,66,64,2,,,True
4372,4372,4566,61,1993-94,1993-12-04,,Columbia,,,Central Connecticut State,,W,,81,68,13,,,True
4373,4373,4568,63,1993-94,1993-12-04,,Idaho,,,Colgate,,W,,75,74,1,,,True
4374,4374,4569,64,1993-94,1993-12-04,,Indiana,21.0,,Kentucky,1.0,W,,96,84,12,,,True
4375,4375,4570,65,1993-94,1993-12-04,,James Madison,,,Indiana State,,W,,80,64,16,,,True
4376,4376,4571,66,1993-94,1993-12-04,,Houston,,,Lehigh,,W,,96,74,22,,,True
4377,4377,4572,67,1993-94,1993-12-04,,Niagara,,,Gonzaga,,W,,63,61,2,,,True
4378,4378,4573,68,1993-94,1993-12-04,,North Carolina,4.0,,Brigham Young,,W,,97,65,32,,,True
4379,4379,4574,69,1993-94,1993-12-04,,North Texas,,,Eastern Washington,,W,,78,71,7,,,True
4380,4380,4575,70,1993-94,1993-12-04,,Ohio,,,Navy,,W,,68,50,18,,,True
4381,4381,4576,71,1993-94,1993-12-04,,Princeton,,,Boston University,,W,,57,44,13,,,True
4382,4382,4577,72,1993-94,1993-12-04,,Saint Peter's,,,Saint Francis (PA),,W,,69,60,9,,,True
4383,4383,4578,73,1993-94,1993-12-04,,George Washington,22.0,,South Carolina,,W,,77,71,6,,,True
4384,4384,4579,74,1993-94,1993-12-04,,Southern Utah,,,Louisiana-Monroe,,W,,73,71,2,,,True
4385,4385,4580,75,1993-94,1993-12-04,,North Carolina A&T,,,TCU,,W,,85,82,3,,,True
4386,4386,4581,76,1993-94,1993-12-04,,Detroit Mercy,,,Texas Southern,,W,,79,73,6,,,True
4387,4387,4582,77,1993-94,1993-12-04,,Alabama State,,,Troy,,W,,98,87,11,,,True
4388,4388,4583,78,1993-94,1993-12-04,,Vermont,,,Marist,,W,,91,88,3,,,True
4389,4389,4584,79,1993-94,1993-12-04,,Washington State,,,Alabama,,W,,76,70,6,,,True
4390,4390,4585,80,1993-94,1993-12-04,,Maine,,,Western Illinois,,W,,84,82,2,,,True
4391,4391,4586,81,1993-94,1993-12-04,,Yale,,,Sam Houston State,,W,,63,50,13,,,True
4392,4392,4587,82,1993-94,1993-12-05,,Boston College,,,Arizona State,,W,,78,74,4,,,True
4393,4393,4589,84,1993-94,1993-12-05,,Arizona,19.0,,Oklahoma State,8.0,W,,97,84,13,,,True
4394,4394,4590,85,1993-94,1993-12-07,,Oklahoma,,,Maryland,,W,,88,85,3,,,True
4395,4395,4591,86,1993-94,1993-12-10,,Jackson State,,,Howard,,W,,75,69,6,,,True
4396,4396,4592,87,1993-94,1993-12-10,,Purdue,11.0,,Houston,,W,,114,90,24,,,True
4397,4397,4593,88,1993-94,1993-12-10,,Rutgers,,,Boise State,,W,,71,50,21,,,True
4398,4398,4594,89,1993-94,1993-12-10,,American,,,Tennessee-Martin,,W,,99,81,18,,,True
4399,4399,4595,90,1993-94,1993-12-10,,UAB,,,Tennessee State,,W,,70,52,18,,,True
4400,4400,4596,91,1993-94,1993-12-10,,Tulane,,,Princeton,,W,,56,51,5,,,True
4401,4401,4597,92,1993-94,1993-12-10,,Washington State,,,Oral Roberts,,W,,98,50,48,,,True
4402,4402,4598,93,1993-94,1993-12-10,,Weber State,,,Pepperdine,,W,,66,63,3,,,True
4403,4403,4599,94,1993-94,1993-12-11,,Boise State,,,Cleveland State,,W,,53,44,9,,,True
4404,4404,4600,95,1993-94,1993-12-11,,Howard,,,Long Island University,,W,,67,41,26,,,True
4405,4405,4601,96,1993-94,1993-12-11,,Louisiana State,,,Oklahoma State,15.0,W,,71,68,3,,,True
4406,4406,4602,97,1993-94,1993-12-11,,Nicholls State,,,Oregon State,,W,,93,86,7,,,True
4407,4407,4603,98,1993-94,1993-12-11,,Princeton,,,Maryland-Baltimore County,,W,,67,55,12,,,True
4408,4408,4604,99,1993-94,1993-12-11,,Pennsylvania,,,Saint Joseph's,,W,,79,77,2,,,True
4409,4409,4605,100,1993-94,1993-12-11,,Samford,,,Southeast Missouri State,,W,,72,71,1,,,True
4410,4410,4606,101,1993-94,1993-12-11,,Pepperdine,,,Stephen F. Austin,,W,,77,53,24,,,True
4411,4411,4607,102,1993-94,1993-12-11,,Morehead State,,,Tennessee-Martin,,W,,82,77,5,,,True
4412,4412,4608,103,1993-94,1993-12-11,,Tennessee State,,,Kansas City,,W,,75,55,20,,,True
4413,4413,4609,0,1993-94,1993-12-11,,Tennessee Tech,,,Oral Roberts,,W,,99,73,26,,,True
4414,4414,4610,1,1993-94,1993-12-11,,Temple,5.0,,Villanova,,W,,54,49,5,,,True
4415,4415,4611,2,1993-94,1993-12-11,,Hofstra,,,Yale,,W,,52,51,1,,,True
4416,4416,4612,3,1993-94,1993-12-12,,Southeast Missouri State,,,Prairie View,,W,,100,63,37,,,True
4417,4417,4613,4,1993-94,1993-12-12,,St. John's (NY),,,Hofstra,,W,,70,42,28,,,True
4418,4418,4614,5,1993-94,1993-12-12,,Colgate,,,Yale,,W,,74,61,13,,,True
4419,4419,4615,6,1993-94,1993-12-15,,Georgia Tech,14.0,,Georgia,,W,,72,69,3,,,True
4420,4420,4616,7,1993-94,1993-12-17,,South Florida,,,Georgia State,,W,,79,70,9,,,True
4421,4421,4617,8,1993-94,1993-12-17,,Kansas State,,,Texas State,,W,,59,58,1,,,True
4422,4422,4618,9,1993-94,1993-12-17,,Louisiana-Monroe,,,Troy,,W,,110,92,18,,,True
4423,4423,4619,10,1993-94,1993-12-18,,East Carolina,,,Campbell,,W,,75,72,3,,1.0,True
4424,4424,4620,11,1993-94,1993-12-18,,Florida State,,,Florida,,W,,69,59,10,,,True
4425,4425,4621,12,1993-94,1993-12-18,,Georgia State,,,Grambling,,W,,77,64,13,,,True
4426,4426,4622,13,1993-94,1993-12-18,,Manhattan,,,Hofstra,,W,,75,59,16,,,True
4427,4427,4623,14,1993-94,1993-12-18,,Kansas,6.0,,Georgia,,W,,89,79,10,,,True
4428,4428,4624,15,1993-94,1993-12-18,,Pittsburgh,,,Duquesne,,W,,77,66,11,,,True
4429,4429,4625,16,1993-94,1993-12-18,,Mississippi,,,Southern Mississippi,,W,,78,74,4,,,True
4430,4430,4626,17,1993-94,1993-12-18,,St. John's (NY),,,Fordham,,W,,98,72,26,,,True
4431,4431,4627,18,1993-94,1993-12-18,,Texas State,,,Mercer,,W,,69,51,18,,,True
4432,4432,4628,19,1993-94,1993-12-18,,Troy,,,Prairie View,,W,,104,91,13,,,True
4433,4433,4630,21,1993-94,1993-12-18,,Mississippi State,,,Tulane,,W,,82,78,4,,,True
4434,4434,4631,22,1993-94,1993-12-18,,Georgia Tech,14.0,,Vanderbilt,24.0,W,,86,77,9,,2.0,True
4435,4435,4632,23,1993-94,1993-12-19,,Davidson,,,Clemson,,W,,82,79,3,,,True
4436,4436,4633,24,1993-94,1993-12-20,,Delaware,,,Troy,,W,,107,106,1,,,True
4437,4437,4634,25,1993-94,1993-12-21,,Arizona,13.0,,Notre Dame,,W,,98,79,19,,,True
4438,4438,4635,26,1993-94,1993-12-21,,Ohio State,,,Tennessee Tech,,W,,98,77,21,,,True
4439,4439,4636,27,1993-94,1993-12-21,,Kentucky,5.0,,Texas,,W,,86,61,25,,,True
4440,4440,4637,28,1993-94,1993-12-21,,Wyoming,,,Montana State,,W,,78,62,16,,,True
4441,4441,4638,29,1993-94,1993-12-22,,Arizona,13.0,,Boston College,18.0,W,,70,65,5,,,True
4442,4442,4639,30,1993-94,1993-12-22,,Missouri,,,Illinois,19.0,W,,108,107,1,,3.0,True
4443,4443,4640,31,1993-94,1993-12-22,,Kentucky,5.0,,Ohio State,,W,,100,88,12,,,True
4444,4444,4641,32,1993-94,1993-12-22,,Texas,,,Tennessee Tech,,W,,97,85,12,,,True
4445,4445,4642,33,1993-94,1993-12-23,,Kentucky,5.0,,Arizona,13.0,W,,93,92,1,,,True
4446,4446,4643,34,1993-94,1993-12-23,,Ohio State,,,Boston College,18.0,W,,69,67,2,,,True
4447,4447,4644,35,1993-94,1993-12-23,,Texas,,,Notre Dame,,W,,89,72,17,,,True
4448,4448,4645,36,1993-94,1993-12-23,,Maryland,,,Towson,,W,,109,71,38,,,True
4449,4449,4646,37,1993-94,1993-12-27,,Evansville,,,Clemson,,W,,81,80,1,,,True
4450,4450,4647,38,1993-94,1993-12-27,,George Washington,21.0,,Coastal Carolina,,W,,87,68,19,,,True
4451,4451,4648,39,1993-94,1993-12-27,,Louisville,11.0,,UC Santa Barbara,,W,,76,53,23,,,True
4452,4452,4649,40,1993-94,1993-12-27,,Florida,,,Oklahoma State,20.0,W,,74,69,5,,,True
4453,4453,4651,42,1993-94,1993-12-27,,Oregon State,,,UNC Wilmington,,W,,77,57,20,,,True
4454,4454,4652,43,1993-94,1993-12-27,,Oregon,,,Portland,,W,,75,72,3,,,True
4455,4455,4653,44,1993-94,1993-12-27,,Georgia Tech,15.0,,Temple,4.0,W,,57,51,6,,,True
4456,4456,4654,45,1993-94,1993-12-27,,Indiana,13.0,,TCU,,W,,81,65,16,,,True
4457,4457,4655,46,1993-94,1993-12-27,,Washington State,,,Cal State Northridge,,W,,93,78,15,,,True
4458,4458,4656,47,1993-94,1993-12-27,,Western Kentucky,25.0,,Princeton,,W,,59,45,14,,,True
4459,4459,4657,48,1993-94,1993-12-27,,Samford,,,William & Mary,,W,,78,67,11,,,True
4460,4460,4658,49,1993-94,1993-12-28,,Clemson,,,Army,,W,,73,48,25,,,True
4461,4461,4659,50,1993-94,1993-12-28,,Alabama,,,Delaware State,,W,,82,44,38,,,True
4462,4462,4660,51,1993-94,1993-12-28,,Drake,,,Detroit Mercy,,W,,73,72,1,,1.0,True
4463,4463,4661,52,1993-94,1993-12-28,,Illinois State,,,Bucknell,,W,,89,76,13,,,True
4464,4464,4662,53,1993-94,1993-12-28,,La Salle,,,Creighton,,W,,66,56,10,,,True
4465,4465,4663,54,1993-94,1993-12-28,,Louisville,11.0,,Florida,,W,,83,68,15,,,True
4466,4466,4664,55,1993-94,1993-12-28,,Maryland,,,Hofstra,,W,,93,67,26,,,True
4467,4467,4665,56,1993-94,1993-12-28,,Massachusetts,9.0,,Hartford,,W,,91,62,29,,,True
4468,4468,4666,57,1993-94,1993-12-28,,Michigan,7.0,,Auburn,,W,,102,81,21,,,True
4469,4469,4667,58,1993-94,1993-12-28,,Montana State,,,Cal State Northridge,,W,,94,80,14,,,True
4470,4470,4668,59,1993-94,1993-12-28,,Oklahoma State,20.0,,UC Santa Barbara,,W,,79,74,5,,,True
4471,4471,4669,60,1993-94,1993-12-28,,Oregon State,,,Oregon,,W,,79,75,4,,,True
4472,4472,4670,61,1993-94,1993-12-28,,Georgia,,,Pacific,,W,,68,63,5,,,True
4473,4473,4672,63,1993-94,1993-12-28,,Coastal Carolina,,,Southern,,W,,85,71,14,,,True
4474,4474,4673,64,1993-94,1993-12-28,,George Mason,,,St. Francis (NY),,W,,102,70,32,,,True
4475,4475,4674,65,1993-94,1993-12-28,,Temple,4.0,,Fairleigh Dickinson,,W,,63,51,12,,,True
4476,4476,4675,66,1993-94,1993-12-28,,Connecticut,14.0,,UT Arlington,,W,,112,72,40,,,True
4477,4477,4676,67,1993-94,1993-12-28,,Princeton,,,TCU,,W,,48,43,5,,,True
4478,4478,4677,68,1993-94,1993-12-28,,UCLA,8.0,,NC State,,W,,81,75,6,,,True
4479,4479,4678,69,1993-94,1993-12-28,,Utah State,,,Old Dominion,,W,,77,74,3,,,True
4480,4480,4679,70,1993-94,1993-12-28,,Villanova,,,Mississippi State,,W,,90,82,8,,,True
4481,4481,4680,71,1993-94,1993-12-28,,Indiana,13.0,,Western Kentucky,25.0,W,,65,55,10,,,True
4482,4482,4681,72,1993-94,1993-12-28,,William & Mary,,,New Hampshire,,W,,88,75,13,,,True
4483,4483,4682,73,1993-94,1993-12-28,,Wyoming,,,Idaho State,,W,,75,67,8,,,True
4484,4484,4683,74,1993-94,1993-12-29,,Detroit Mercy,,,Albany State (GA),,W,,61,54,7,,,True
4485,4485,4684,75,1993-94,1993-12-29,,UC Santa Barbara,,,Army,,W,,71,68,3,,,True
4486,4486,4685,76,1993-94,1993-12-29,,Charlotte,,,Butler,,W,,81,61,20,,,True
4487,4487,4686,77,1993-94,1993-12-29,,Florida,,,Evansville,,W,,66,63,3,,,True
4488,4488,4687,78,1993-94,1993-12-29,,Drake,,,Florida A&M,,W,,65,53,12,,,True
4489,4489,4688,79,1993-94,1993-12-29,,Auburn,,,Fordham,,W,,81,60,21,,,True
4490,4490,4689,80,1993-94,1993-12-29,,Cornell,,,Georgia Southern,,W,,80,76,4,,,True
4491,4491,4690,81,1993-94,1993-12-29,,Bucknell,,,Harvard,,W,,80,73,7,,,True
4492,4492,4691,82,1993-94,1993-12-29,,Hartford,,,Hofstra,,W,,72,55,17,,,True
4493,4493,4693,84,1993-94,1993-12-29,,Jackson State,,,Arkansas State,,W,,64,60,4,,,True
4494,4494,4694,85,1993-94,1993-12-29,,George Mason,,,Lafayette,,W,,99,83,16,,,True
4495,4495,4695,86,1993-94,1993-12-29,,Louisiana,,,Alcorn State,,W,,96,59,37,,,True
4496,4496,4696,87,1993-94,1993-12-29,,Massachusetts,9.0,,Maryland,,W,,94,80,14,,,True
4497,4497,4697,88,1993-94,1993-12-29,,Murray State,,,Columbia,,W,,82,66,16,,,True
4498,4498,4698,89,1993-94,1993-12-29,,Mississippi State,,,Northern Arizona,,W,,85,64,21,,,True
4499,4499,4699,90,1993-94,1993-12-29,,Northwestern,,,Northeastern,,W,,92,65,27,,,True
4500,4500,4700,91,1993-94,1993-12-29,,Ohio,,,Connecticut,14.0,W,,85,76,9,,,True
4501,4501,4701,92,1993-94,1993-12-29,,Oklahoma,,,Eastern Kentucky,,W,,63,54,9,,,True
4502,4502,4702,93,1993-94,1993-12-29,,Clemson,,,Oklahoma State,20.0,W,,68,65,3,,,True
4503,4503,4703,94,1993-94,1993-12-29,,Old Dominion,,,Idaho State,,W,,70,66,4,,,True
4504,4504,4704,95,1993-94,1993-12-29,,Penn State,,,Delaware State,,W,,64,53,11,,,True
4505,4505,4705,96,1993-94,1993-12-29,,Pennsylvania,,,Georgia,,W,,81,79,2,,,True
4506,4506,4706,97,1993-94,1993-12-29,,Kansas,6.0,,Rhode Island,,W,,73,60,13,,,True
4507,4507,4707,98,1993-94,1993-12-29,,Drexel,,,Saint Peter's,,W,,80,72,8,,,True
4508,4508,4708,99,1993-94,1993-12-29,,South Alabama,,,American,,W,,94,78,16,,,True
4509,4509,4709,100,1993-94,1993-12-29,,Southern Methodist,,,East Tennessee State,,W,,88,84,4,,,True
4510,4510,4710,101,1993-94,1993-12-29,,Rice,,,St. Bonaventure,,W,,71,58,13,,,True
4511,4511,4711,102,1993-94,1993-12-29,,Stanford,,,Manhattan,,W,,73,60,13,,,True
4512,4512,4712,103,1993-94,1993-12-29,,La Salle,,,Tennessee Tech,,W,,109,93,16,,,True
4513,4513,4713,0,1993-94,1993-12-29,,Tulsa,,,Texas Tech,,W,,96,77,19,,,True
4514,4514,4714,1,1993-94,1993-12-29,,Virginia Commonwealth,,,Iowa State,,W,,91,84,7,,,True
4515,4515,4715,2,1993-94,1993-12-29,,Wyoming,,,Utah State,,W,,73,69,4,,1.0,True
4516,4516,4716,3,1993-94,1993-12-30,,Alabama State,,,American,,W,,87,70,17,,,True
4517,4517,4717,4,1993-94,1993-12-30,,Delaware,,,Columbia,,W,,72,52,20,,,True
4518,4518,4718,5,1993-94,1993-12-30,,East Carolina,,,Eastern Michigan,,W,,76,69,7,,,True
4519,4519,4719,6,1993-94,1993-12-30,,Bowling Green State,,,Georgia Southern,,W,,69,60,9,,,True
4520,4520,4720,7,1993-94,1993-12-30,,Green Bay,,,Eastern Washington,,W,,58,44,14,,,True
4521,4521,4721,8,1993-94,1993-12-30,,Holy Cross,,,Butler,,W,,78,67,11,,,True
4522,4522,4722,9,1993-94,1993-12-30,,Maine,,,Central Florida,,W,,101,97,4,,,True
4523,4523,4723,10,1993-94,1993-12-30,,Drexel,,,Marist,,W,,75,65,10,,,True
4524,4524,4724,11,1993-94,1993-12-30,,Arkansas State,,,Monmouth,,W,,63,49,14,,,True
4525,4525,4725,12,1993-94,1993-12-30,,Ohio,,,La Salle,,W,,100,80,20,,,True
4526,4526,4726,13,1993-94,1993-12-30,,Oklahoma,,,Tulsa,,W,,95,76,19,,,True
4527,4527,4727,14,1993-94,1993-12-30,,Iowa State,,,Pepperdine,,W,,71,64,7,,,True
4528,4528,4728,15,1993-94,1993-12-30,,Rhode Island,,,East Tennessee State,,W,,86,73,13,,,True
4529,4529,4729,16,1993-94,1993-12-30,,Northwestern,,,Rider,,W,,74,68,6,,,True
4530,4530,4730,17,1993-94,1993-12-30,,Buffalo,,,Saint Peter's,,W,,68,61,7,,,True
4531,4531,4731,18,1993-94,1993-12-30,,San Diego,,,Manhattan,,W,,64,61,3,,,True
4532,4532,4732,19,1993-94,1993-12-30,,Kansas,6.0,,Southern Methodist,,W,,84,64,20,,,True
4533,4533,4734,21,1993-94,1993-12-30,,St. Bonaventure,,,Middle Tennessee,,W,,83,69,14,,,True
4534,4534,4735,22,1993-94,1993-12-30,,Connecticut,14.0,,Tennessee Tech,,W,,130,78,52,,,True
4535,4535,4736,23,1993-94,1993-12-30,,Creighton,,,UT Arlington,,W,,81,63,18,,,True
4536,4536,4737,24,1993-94,1993-12-30,,Texas Tech,,,Eastern Kentucky,,W,,93,83,10,,,True
4537,4537,4738,25,1993-94,1993-12-31,,Eastern Michigan,,,Eastern Washington,,W,,77,73,4,,,True
4538,4538,4739,26,1993-94,1994-01-02,,Maine,,,Dartmouth,,W,,76,58,18,,,True
4539,4539,4740,27,1993-94,1994-01-02,,Purdue,10.0,,San Francisco,,W,,95,81,14,,,True
4540,4540,4741,28,1993-94,1994-01-03,,TCU,,,Louisiana Tech,,W,,73,53,20,,,True
4541,4541,4742,29,1993-94,1994-01-05,,Texas,,,UTSA,,W,,91,69,22,,,True
4542,4542,4743,30,1993-94,1994-01-08,,Saint Louis,,,Arizona State,,W,,77,75,2,,,True
4543,4543,4744,31,1993-94,1994-01-10,,Grambling,,,Southern,,W,,96,93,3,,,True
4544,4544,4745,32,1993-94,1994-01-11,,Providence,,,Rhode Island,,W,,86,72,14,,,True
4545,4545,4746,33,1993-94,1994-01-11,,Florida,,,South Florida,,W,,69,64,5,,,True
4546,4546,4747,34,1993-94,1994-01-12,,Kentucky,8.0,,Mississippi,,W,,98,64,34,,,True
4547,4547,4748,35,1993-94,1994-01-15,,Marist,,,Fairfield,,W,,67,63,4,,,True
4548,4548,4749,36,1993-94,1994-01-19,,West Virginia,24.0,,Marshall,,W,,79,67,12,,,True
4549,4549,4750,37,1993-94,1994-01-22,,North Carolina,4.0,,Louisiana State,,W,,88,65,23,,,True
4550,4550,4751,38,1993-94,1994-01-24,,Jackson State,,,Grambling,,W,,78,71,7,,,True
4551,4551,4752,39,1993-94,1994-01-25,,Temple,10.0,,Saint Joseph's,,W,,60,46,14,,,True
4552,4552,4753,40,1993-94,1994-01-26,,North Carolina A&T,,,UNC Greensboro,,W,,88,80,8,,,True
4553,4553,4755,42,1993-94,1994-01-31,,Old Dominion,,,Virginia Commonwealth,,W,,79,74,5,,,True
4554,4554,4756,43,1993-94,1994-02-05,,Bethune-Cookman,,,Florida A&M,,W,,68,67,1,,,True
4555,4555,4757,44,1993-94,1994-02-05,,Wake Forest,,,Rhode Island,,W,,72,59,13,,,True
4556,4556,4758,45,1993-94,1994-02-06,,Kentucky,7.0,,Massachusetts,11.0,W,,67,64,3,,,True
4557,4557,4759,46,1993-94,1994-02-06,,Notre Dame,,,Georgia,,W,,88,85,3,,,True
4558,4558,4760,47,1993-94,1994-02-10,,Massachusetts,13.0,,Rhode Island,,W,,70,64,6,,,True
4559,4559,4761,48,1993-94,1994-02-16,,South Florida,,,Stetson,,W,,82,58,24,,,True
4560,4560,4762,49,1993-94,1994-02-19,,Arkansas,1.0,,Mississippi,,W,,90,73,17,,,True
4561,4561,4763,50,1993-94,1994-02-20,,California,19.0,,Cincinnati,23.0,W,,89,80,9,,,True
4562,4562,4764,51,1993-94,1994-02-20,,Temple,13.0,,Louisville,5.0,W,,68,53,15,,,True
4563,4563,4765,52,1993-94,1994-02-21,,Canisius,,,Siena,,W,,99,90,9,,1.0,True
4564,4564,4766,53,1993-94,1994-02-28,,Villanova,,,La Salle,,W,,55,54,1,,,True
4565,4565,4767,54,1993-94,1994-03-02,,Virginia,,,Virginia Tech,,W,,70,61,9,,,True
4566,4566,4768,55,1993-94,1994-03-03,,Centenary (LA),,,Florida International,,W,,69,67,2,,1.0,True
4567,4567,4769,56,1993-94,1994-03-03,,Furman,,,The Citadel,,W,,75,70,5,,,True
4568,4568,4770,57,1993-94,1994-03-03,,Morehead State,,,Eastern Kentucky,,W,,83,78,5,,,True
4569,4569,4771,58,1993-94,1994-03-03,,Samford,,,Georgia State,,W,,78,57,21,,,True
4570,4570,4772,59,1993-94,1994-03-03,,Stetson,,,Southeastern Louisiana,,W,,91,61,30,,,True
4571,4571,4773,60,1993-94,1994-03-03,,Tennessee Tech,,,Austin Peay,,W,,101,91,10,,,True
4572,4572,4774,61,1993-94,1994-03-03,,Virginia Military Institute,,,Marshall,,W,,84,62,22,,,True
4573,4573,4776,63,1993-94,1994-03-04,,Chattanooga,,,Furman,,W,,85,81,4,,,True
4574,4574,4777,64,1993-94,1994-03-04,,Georgia Southern,,,Appalachian State,,W,,85,60,25,,,True
4575,4575,4778,65,1993-94,1994-03-04,,Hofstra,,,Chicago State,,W,,86,77,9,,,True
4576,4576,4779,66,1993-94,1994-03-04,,Holy Cross,,,Bucknell,,W,,96,91,5,,,True
4577,4577,4780,67,1993-94,1994-03-04,,Lafayette,,,Fordham,,W,,83,65,18,,,True
4578,4578,4781,68,1993-94,1994-03-04,,Little Rock,,,Lamar,,W,,78,71,7,,,True
4579,4579,4782,69,1993-94,1994-03-04,,Colgate,,,Lehigh,,W,,87,80,7,,,True
4580,4580,4783,70,1993-94,1994-03-04,,Murray State,,,Morehead State,,W,,104,86,18,,,True
4581,4581,4784,71,1993-94,1994-03-04,,North Texas,,,McNeese State,,W,,69,65,4,,,True
4582,4582,4785,72,1993-94,1994-03-04,,Radford,,,Maryland-Baltimore County,,W,,81,78,3,,,True
4583,4583,4786,73,1993-94,1994-03-04,,Stetson,,,Samford,,W,,54,42,12,,,True
4584,4584,4787,74,1993-94,1994-03-04,,Texas-Rio Grande Valley,,,Louisiana Tech,,W,,70,65,5,,,True
4585,4585,4788,75,1993-94,1994-03-04,,Nicholls State,,,UTSA,,W,,101,89,12,,,True
4586,4586,4789,76,1993-94,1994-03-04,,Texas State,,,Sam Houston State,,W,,65,56,9,,,True
4587,4587,4790,77,1993-94,1994-03-04,,Towson,,,UNC Asheville,,W,,64,56,8,,,True
4588,4588,4791,78,1993-94,1994-03-04,,Davidson,,,Virginia Military Institute,,W,,71,61,10,,,True
4589,4589,4792,79,1993-94,1994-03-04,,Western Carolina,,,East Tennessee State,,W,,79,78,1,,,True
4590,4590,4793,80,1993-94,1994-03-04,,Campbell,,,Winthrop,,W,,79,71,8,,,True
