,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,playoff
4,2007-08,2008-03-22,,UCLA,3,,Texas A&M,,W,,51,49,2,,,True
5,2007-08,2008-03-23,,North Carolina,1,,Arkansas,,W,,108,77,31,,,True
6,2007-08,2008-03-23,,Tennessee,5,,Butler,11,W,,76,71,5,,1,True
7,2007-08,2008-03-23,,Davidson,23,,Georgetown,8,W,,74,70,4,,,True
8,2007-08,2008-03-23,,Louisville,13,,Oklahoma,,W,,78,48,30,,,True
9,2007-08,2008-03-23,,Memphis,2,,Mississippi State,,W,,77,74,3,,,True
10,2007-08,2008-03-23,,Texas,7,,Miami (FL),,W,,75,72,3,,,True
11,2007-08,2008-03-23,,Western Kentucky,,,San Diego,,W,,72,63,9,,,True
12,2007-08,2008-03-23,,Villanova,,,Siena,,W,,84,72,12,,,True
13,2007-08,2008-03-27,,Louisville,13,,Tennessee,5,W,,79,60,19,,,True
14,2007-08,2008-03-27,,North Carolina,1,,Washington State,21,W,,68,47,21,,,True
15,2007-08,2008-03-27,,UCLA,3,,Western Kentucky,,W,,88,78,10,,,True
16,2007-08,2008-03-27,,Xavier,12,,West Virginia,,W,,79,75,4,,1,True
17,2007-08,2008-03-28,,Davidson,23,,Wisconsin,6,W,,73,56,17,,,True
18,2007-08,2008-03-28,,Kansas,4,,Villanova,,W,,72,57,15,,,True
19,2007-08,2008-03-28,,Memphis,2,,Michigan State,18,W,,92,74,18,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2007-08,2008-03-28,,Texas,7,,Stanford,10,W,,82,62,20,,,True
22,2007-08,2008-03-29,,North Carolina,1,,Louisville,13,W,,83,73,10,,,True
23,2007-08,2008-03-29,,UCLA,3,,Xavier,12,W,,76,57,19,,,True
24,2007-08,2008-03-30,,Kansas,4,,Davidson,23,W,,59,57,2,,,True
25,2007-08,2008-03-30,,Memphis,2,,Texas,7,W,,85,67,18,,,True
26,2007-08,2008-04-05,,Kansas,4,,North Carolina,1,W,,84,66,18,,,True
27,2007-08,2008-04-05,,Memphis,2,,UCLA,3,W,,78,63,15,,,True
28,2007-08,2008-04-07,,Kansas,4,,Memphis,2,W,,75,68,7,,1,True
0,2007-08,2008-03-18,,Mount St. Mary's,,,Coppin State,,W,,69,60,9,,,True
1,2007-08,2008-03-20,,West Virginia,,,Arizona,,W,,75,65,10,,,True
2,2007-08,2008-03-20,,Purdue,20,,Baylor,,W,,90,79,11,,,True
3,2007-08,2008-03-20,,Duke,9,,Belmont,,W,,71,70,1,,,True
4,2007-08,2008-03-20,,Texas A&M,,,Brigham Young,,W,,67,62,5,,,True
5,2007-08,2008-03-20,,Wisconsin,6,,Cal State Fullerton,,W,,71,56,15,,,True
6,2007-08,2008-03-20,,Stanford,10,,Cornell,,W,,77,53,24,,,True
7,2007-08,2008-03-20,,Notre Dame,15,,George Mason,,W,,68,50,18,,,True
8,2007-08,2008-03-20,,Xavier,12,,Georgia,,W,,73,61,12,,,True
9,2007-08,2008-03-20,,Kansas,4,,Portland State,,W,,85,61,24,,,True
10,2007-08,2008-03-20,,Kansas State,,,Southern California,,W,,80,67,13,,,True
11,2007-08,2008-03-20,,Nevada-Las Vegas,,,Kent State,,W,,71,58,13,,,True
12,2007-08,2008-03-20,,Marquette,25,,Kentucky,,W,,74,66,8,,,True
13,2007-08,2008-03-20,,Michigan State,18,,Temple,,W,,72,61,11,,,True
14,2007-08,2008-03-20,,UCLA,3,,Mississippi Valley State,,W,,70,29,41,,,True
15,2007-08,2008-03-20,,Pittsburgh,17,,Oral Roberts,,W,,82,63,19,,,True
16,2007-08,2008-03-20,,Washington State,21,,Winthrop,,W,,71,40,31,,,True
17,2007-08,2008-03-21,,Tennessee,5,,American,,W,,72,57,15,,,True
18,2007-08,2008-03-21,,Arkansas,,,Indiana,,W,,86,72,14,,,True
19,2007-08,2008-03-21,,Texas,7,,Austin Peay,,W,,74,54,20,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2007-08,2008-03-21,,Louisville,13,,Boise State,,W,,79,61,18,,,True
22,2007-08,2008-03-21,,Butler,11,,South Alabama,,W,,81,61,20,,,True
23,2007-08,2008-03-21,,Villanova,,,Clemson,22,W,,75,69,6,,,True
24,2007-08,2008-03-21,,San Diego,,,Connecticut,16,W,,70,69,1,,1,True
25,2007-08,2008-03-21,,Davidson,23,,Gonzaga,24,W,,82,76,6,,,True
26,2007-08,2008-03-21,,Western Kentucky,,,Drake,14,W,,101,99,2,,1,True
27,2007-08,2008-03-21,,Georgetown,8,,Maryland-Baltimore County,,W,,66,47,19,,,True
28,2007-08,2008-03-21,,Memphis,2,,UT Arlington,,W,,87,63,24,,,True
29,2007-08,2008-03-21,,Miami (FL),,,Saint Mary's (CA),,W,,78,64,14,,,True
30,2007-08,2008-03-21,,Mississippi State,,,Oregon,,W,,76,69,7,,,True
31,2007-08,2008-03-21,,North Carolina,1,,Mount St. Mary's,,W,,113,74,39,,,True
32,2007-08,2008-03-21,,Oklahoma,,,Saint Joseph's,,W,,72,64,8,,,True
33,2007-08,2008-03-21,,Siena,,,Vanderbilt,19,W,,83,62,21,,,True
34,2007-08,2008-03-22,,West Virginia,,,Duke,9,W,,73,67,6,,,True
35,2007-08,2008-03-22,,Kansas,4,,Nevada-Las Vegas,,W,,75,56,19,,,True
36,2007-08,2008-03-22,,Wisconsin,6,,Kansas State,,W,,72,55,17,,,True
37,2007-08,2008-03-22,,Stanford,10,,Marquette,25,W,,82,81,1,,1,True
38,2007-08,2008-03-22,,Michigan State,18,,Pittsburgh,17,W,,65,54,11,,,True
39,2007-08,2008-03-22,,Washington State,21,,Notre Dame,15,W,,61,41,20,,,True
40,2007-08,2008-03-22,,Xavier,12,,Purdue,20,W,,85,78,7,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2007-08,2008-03-22,,UCLA,3,,Texas A&M,,W,,51,49,2,,,True
43,2007-08,2008-03-23,,North Carolina,1,,Arkansas,,W,,108,77,31,,,True
44,2007-08,2008-03-23,,Tennessee,5,,Butler,11,W,,76,71,5,,1,True
45,2007-08,2008-03-23,,Davidson,23,,Georgetown,8,W,,74,70,4,,,True
46,2007-08,2008-03-23,,Louisville,13,,Oklahoma,,W,,78,48,30,,,True
47,2007-08,2008-03-23,,Memphis,2,,Mississippi State,,W,,77,74,3,,,True
48,2007-08,2008-03-23,,Texas,7,,Miami (FL),,W,,75,72,3,,,True
49,2007-08,2008-03-23,,Western Kentucky,,,San Diego,,W,,72,63,9,,,True
50,2007-08,2008-03-23,,Villanova,,,Siena,,W,,84,72,12,,,True
51,2007-08,2008-03-27,,Louisville,13,,Tennessee,5,W,,79,60,19,,,True
52,2007-08,2008-03-27,,North Carolina,1,,Washington State,21,W,,68,47,21,,,True
53,2007-08,2008-03-27,,UCLA,3,,Western Kentucky,,W,,88,78,10,,,True
54,2007-08,2008-03-27,,Xavier,12,,West Virginia,,W,,79,75,4,,1,True
55,2007-08,2008-03-28,,Davidson,23,,Wisconsin,6,W,,73,56,17,,,True
56,2007-08,2008-03-28,,Kansas,4,,Villanova,,W,,72,57,15,,,True
57,2007-08,2008-03-28,,Memphis,2,,Michigan State,18,W,,92,74,18,,,True
58,2007-08,2008-03-28,,Texas,7,,Stanford,10,W,,82,62,20,,,True
59,2007-08,2008-03-29,,North Carolina,1,,Louisville,13,W,,83,73,10,,,True
60,2007-08,2008-03-29,,UCLA,3,,Xavier,12,W,,76,57,19,,,True
61,2007-08,2008-03-30,,Kansas,4,,Davidson,23,W,,59,57,2,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2007-08,2008-03-30,,Memphis,2,,Texas,7,W,,85,67,18,,,True
64,2007-08,2008-04-05,,Kansas,4,,North Carolina,1,W,,84,66,18,,,True
65,2007-08,2008-04-05,,Memphis,2,,UCLA,3,W,,78,63,15,,,True
66,2007-08,2008-04-07,,Kansas,4,,Memphis,2,W,,75,68,7,,1,True
67,2008-09,2009-03-17,,Morehead State,,,Alabama State,,W,,58,43,15,,,True
68,2008-09,2009-03-19,,Gonzaga,10,,Akron,,W,,77,64,13,,,True
69,2008-09,2009-03-19,,Villanova,11,,American,,W,,80,67,13,,,True
70,2008-09,2009-03-19,,Duke,6,,Binghamton,,W,,86,62,24,,,True
71,2008-09,2009-03-19,,Texas A&M,,,Brigham Young,,W,,79,66,13,,,True
72,2008-09,2009-03-19,,Louisiana State,21,,Butler,22,W,,75,71,4,,,True
73,2008-09,2009-03-19,,Memphis,3,,Cal State Northridge,,W,,81,70,11,,,True
74,2008-09,2009-03-19,,Maryland,,,California,,W,,84,71,13,,,True
75,2008-09,2009-03-19,,Connecticut,5,,Chattanooga,,W,,103,47,56,,,True
76,2008-09,2009-03-19,,Michigan,,,Clemson,24,W,,62,59,3,,,True
77,2008-09,2009-03-19,,Western Kentucky,,,Illinois,,W,,76,72,4,,,True
78,2008-09,2009-03-19,,Texas,,,Minnesota,,W,,76,62,14,,,True
79,2008-09,2009-03-19,,Washington,15,,Mississippi State,,W,,71,58,13,,,True
80,2008-09,2009-03-19,,Oklahoma,7,,Morgan State,,W,,82,54,28,,,True
81,2008-09,2009-03-19,,North Carolina,2,,Radford,,W,,101,58,43,,,True
82,2008-09,2009-03-19,,Purdue,17,,Northern Iowa,,W,,61,56,5,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2008-09,2009-03-19,,UCLA,18,,Virginia Commonwealth,,W,,65,64,1,,,True
85,2008-09,2009-03-20,,Arizona,,,Utah,25,W,,84,71,13,,,True
86,2008-09,2009-03-20,,Arizona State,19,,Temple,,W,,66,57,9,,,True
87,2008-09,2009-03-20,,Southern California,,,Boston College,,W,,72,55,17,,,True
88,2008-09,2009-03-20,,Cleveland State,,,Wake Forest,12,W,,84,69,15,,,True
89,2008-09,2009-03-20,,Missouri,9,,Cornell,,W,,78,59,19,,,True
90,2008-09,2009-03-20,,Dayton,,,West Virginia,,W,,68,60,8,,,True
91,2008-09,2009-03-20,,Pittsburgh,4,,East Tennessee State,,W,,72,62,10,,,True
92,2008-09,2009-03-20,,Wisconsin,,,Florida State,16,W,,61,59,2,,1,True
93,2008-09,2009-03-20,,Kansas,14,,North Dakota State,,W,,84,74,10,,,True
94,2008-09,2009-03-20,,Louisville,1,,Morehead State,,W,,74,54,20,,,True
95,2008-09,2009-03-20,,Marquette,23,,Utah State,,W,,58,57,1,,,True
96,2008-09,2009-03-20,,Michigan State,8,,Robert Morris,,W,,77,62,15,,,True
97,2008-09,2009-03-20,,Siena,,,Ohio State,,W,,74,72,2,,2,True
98,2008-09,2009-03-20,,Oklahoma State,,,Tennessee,,W,,77,75,2,,,True
99,2008-09,2009-03-20,,Xavier,20,,Portland State,,W,,77,59,18,,,True
100,2008-09,2009-03-20,,Syracuse,13,,Stephen F. Austin,,W,,59,44,15,,,True
101,2008-09,2009-03-21,,Connecticut,5,,Texas A&M,,W,,92,66,26,,,True
102,2008-09,2009-03-21,,Duke,6,,Texas,,W,,74,69,5,,,True
103,2008-09,2009-03-21,,Gonzaga,10,,Western Kentucky,,W,,83,81,2,,,True
0,2008-09,2009-03-21,,North Carolina,2,,Louisiana State,21,W,,84,70,14,,,True
1,2008-09,2009-03-21,,Memphis,3,,Maryland,,W,,89,70,19,,,True
2,2008-09,2009-03-21,,Oklahoma,7,,Michigan,,W,,73,63,10,,,True
3,2008-09,2009-03-21,,Purdue,17,,Washington,15,W,,76,74,2,,,True
4,2008-09,2009-03-21,,Villanova,11,,UCLA,18,W,,89,69,20,,,True
5,2008-09,2009-03-22,,Arizona,,,Cleveland State,,W,,71,57,14,,,True
6,2008-09,2009-03-22,,Syracuse,13,,Arizona State,19,W,,78,67,11,,,True
7,2008-09,2009-03-22,,Kansas,14,,Dayton,,W,,60,43,17,,,True
8,2008-09,2009-03-22,,Louisville,1,,Siena,,W,,79,72,7,,,True
9,2008-09,2009-03-22,,Missouri,9,,Marquette,23,W,,83,79,4,,,True
10,2008-09,2009-03-22,,Michigan State,8,,Southern California,,W,,74,69,5,,,True
11,2008-09,2009-03-22,,Pittsburgh,4,,Oklahoma State,,W,,84,76,8,,,True
12,2008-09,2009-03-22,,Xavier,20,,Wisconsin,,W,,60,49,11,,,True
13,2008-09,2009-03-26,,Connecticut,5,,Purdue,17,W,,72,60,12,,,True
14,2008-09,2009-03-26,,Villanova,11,,Duke,6,W,,77,54,23,,,True
15,2008-09,2009-03-26,,Missouri,9,,Memphis,3,W,,102,91,11,,,True
16,2008-09,2009-03-26,,Pittsburgh,4,,Xavier,20,W,,60,55,5,,,True
17,2008-09,2009-03-27,,Louisville,1,,Arizona,,W,,103,64,39,,,True
18,2008-09,2009-03-27,,North Carolina,2,,Gonzaga,10,W,,98,77,21,,,True
19,2008-09,2009-03-27,,Michigan State,8,,Kansas,14,W,,67,62,5,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2008-09,2009-03-27,,Oklahoma,7,,Syracuse,13,W,,84,71,13,,,True
22,2008-09,2009-03-28,,Connecticut,5,,Missouri,9,W,,82,75,7,,,True
23,2008-09,2009-03-28,,Villanova,11,,Pittsburgh,4,W,,78,76,2,,,True
24,2008-09,2009-03-29,,Michigan State,8,,Louisville,1,W,,64,52,12,,,True
25,2008-09,2009-03-29,,North Carolina,2,,Oklahoma,7,W,,72,60,12,,,True
26,2008-09,2009-04-04,,Michigan State,8,,Connecticut,5,W,,82,73,9,,,True
27,2008-09,2009-04-04,,North Carolina,2,,Villanova,11,W,,83,69,14,,,True
28,2008-09,2009-04-06,,North Carolina,2,,Michigan State,8,W,,89,72,17,,,True
0,2008-09,2009-03-17,,Morehead State,,,Alabama State,,W,,58,43,15,,,True
1,2008-09,2009-03-19,,Gonzaga,10,,Akron,,W,,77,64,13,,,True
2,2008-09,2009-03-19,,Villanova,11,,American,,W,,80,67,13,,,True
3,2008-09,2009-03-19,,Duke,6,,Binghamton,,W,,86,62,24,,,True
4,2008-09,2009-03-19,,Texas A&M,,,Brigham Young,,W,,79,66,13,,,True
5,2008-09,2009-03-19,,Louisiana State,21,,Butler,22,W,,75,71,4,,,True
6,2008-09,2009-03-19,,Memphis,3,,Cal State Northridge,,W,,81,70,11,,,True
7,2008-09,2009-03-19,,Maryland,,,California,,W,,84,71,13,,,True
8,2008-09,2009-03-19,,Connecticut,5,,Chattanooga,,W,,103,47,56,,,True
9,2008-09,2009-03-19,,Michigan,,,Clemson,24,W,,62,59,3,,,True
10,2008-09,2009-03-19,,Western Kentucky,,,Illinois,,W,,76,72,4,,,True
11,2008-09,2009-03-19,,Texas,,,Minnesota,,W,,76,62,14,,,True
12,2008-09,2009-03-19,,Washington,15,,Mississippi State,,W,,71,58,13,,,True
13,2008-09,2009-03-19,,Oklahoma,7,,Morgan State,,W,,82,54,28,,,True
14,2008-09,2009-03-19,,North Carolina,2,,Radford,,W,,101,58,43,,,True
15,2008-09,2009-03-19,,Purdue,17,,Northern Iowa,,W,,61,56,5,,,True
16,2008-09,2009-03-19,,UCLA,18,,Virginia Commonwealth,,W,,65,64,1,,,True
17,2008-09,2009-03-20,,Arizona,,,Utah,25,W,,84,71,13,,,True
18,2008-09,2009-03-20,,Arizona State,19,,Temple,,W,,66,57,9,,,True
19,2008-09,2009-03-20,,Southern California,,,Boston College,,W,,72,55,17,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2008-09,2009-03-20,,Cleveland State,,,Wake Forest,12,W,,84,69,15,,,True
22,2008-09,2009-03-20,,Missouri,9,,Cornell,,W,,78,59,19,,,True
23,2008-09,2009-03-20,,Dayton,,,West Virginia,,W,,68,60,8,,,True
24,2008-09,2009-03-20,,Pittsburgh,4,,East Tennessee State,,W,,72,62,10,,,True
25,2008-09,2009-03-20,,Wisconsin,,,Florida State,16,W,,61,59,2,,1,True
26,2008-09,2009-03-20,,Kansas,14,,North Dakota State,,W,,84,74,10,,,True
27,2008-09,2009-03-20,,Louisville,1,,Morehead State,,W,,74,54,20,,,True
28,2008-09,2009-03-20,,Marquette,23,,Utah State,,W,,58,57,1,,,True
29,2008-09,2009-03-20,,Michigan State,8,,Robert Morris,,W,,77,62,15,,,True
30,2008-09,2009-03-20,,Siena,,,Ohio State,,W,,74,72,2,,2,True
31,2008-09,2009-03-20,,Oklahoma State,,,Tennessee,,W,,77,75,2,,,True
32,2008-09,2009-03-20,,Xavier,20,,Portland State,,W,,77,59,18,,,True
33,2008-09,2009-03-20,,Syracuse,13,,Stephen F. Austin,,W,,59,44,15,,,True
34,2008-09,2009-03-21,,Connecticut,5,,Texas A&M,,W,,92,66,26,,,True
35,2008-09,2009-03-21,,Duke,6,,Texas,,W,,74,69,5,,,True
36,2008-09,2009-03-21,,Gonzaga,10,,Western Kentucky,,W,,83,81,2,,,True
37,2008-09,2009-03-21,,North Carolina,2,,Louisiana State,21,W,,84,70,14,,,True
38,2008-09,2009-03-21,,Memphis,3,,Maryland,,W,,89,70,19,,,True
39,2008-09,2009-03-21,,Oklahoma,7,,Michigan,,W,,73,63,10,,,True
40,2008-09,2009-03-21,,Purdue,17,,Washington,15,W,,76,74,2,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2008-09,2009-03-21,,Villanova,11,,UCLA,18,W,,89,69,20,,,True
43,2008-09,2009-03-22,,Arizona,,,Cleveland State,,W,,71,57,14,,,True
44,2008-09,2009-03-22,,Syracuse,13,,Arizona State,19,W,,78,67,11,,,True
45,2008-09,2009-03-22,,Kansas,14,,Dayton,,W,,60,43,17,,,True
46,2008-09,2009-03-22,,Louisville,1,,Siena,,W,,79,72,7,,,True
47,2008-09,2009-03-22,,Missouri,9,,Marquette,23,W,,83,79,4,,,True
48,2008-09,2009-03-22,,Michigan State,8,,Southern California,,W,,74,69,5,,,True
49,2008-09,2009-03-22,,Pittsburgh,4,,Oklahoma State,,W,,84,76,8,,,True
50,2008-09,2009-03-22,,Xavier,20,,Wisconsin,,W,,60,49,11,,,True
51,2008-09,2009-03-26,,Connecticut,5,,Purdue,17,W,,72,60,12,,,True
52,2008-09,2009-03-26,,Villanova,11,,Duke,6,W,,77,54,23,,,True
53,2008-09,2009-03-26,,Missouri,9,,Memphis,3,W,,102,91,11,,,True
54,2008-09,2009-03-26,,Pittsburgh,4,,Xavier,20,W,,60,55,5,,,True
55,2008-09,2009-03-27,,Louisville,1,,Arizona,,W,,103,64,39,,,True
56,2008-09,2009-03-27,,North Carolina,2,,Gonzaga,10,W,,98,77,21,,,True
57,2008-09,2009-03-27,,Michigan State,8,,Kansas,14,W,,67,62,5,,,True
58,2008-09,2009-03-27,,Oklahoma,7,,Syracuse,13,W,,84,71,13,,,True
59,2008-09,2009-03-28,,Connecticut,5,,Missouri,9,W,,82,75,7,,,True
60,2008-09,2009-03-28,,Villanova,11,,Pittsburgh,4,W,,78,76,2,,,True
61,2008-09,2009-03-29,,Michigan State,8,,Louisville,1,W,,64,52,12,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2008-09,2009-03-29,,North Carolina,2,,Oklahoma,7,W,,72,60,12,,,True
64,2008-09,2009-04-04,,Michigan State,8,,Connecticut,5,W,,82,73,9,,,True
65,2008-09,2009-04-04,,North Carolina,2,,Villanova,11,W,,83,69,14,,,True
66,2008-09,2009-04-06,,North Carolina,2,,Michigan State,8,W,,89,72,17,,,True
67,2009-10,2010-03-16,,Arkansas-Pine Bluff,,,Winthrop,,W,,61,44,17,,,True
68,2009-10,2010-03-18,,Baylor,19,,Sam Houston State,,W,,68,59,9,,,True
69,2009-10,2010-03-18,,Brigham Young,17,,Florida,,W,,99,92,7,,2,True
70,2009-10,2010-03-18,,Butler,11,,UTEP,,W,,77,59,18,,,True
71,2009-10,2010-03-18,,Kentucky,2,,East Tennessee State,,W,,100,71,29,,,True
72,2009-10,2010-03-18,,Ohio,,,Georgetown,14,W,,97,83,14,,,True
73,2009-10,2010-03-18,,Kansas,1,,Lehigh,,W,,90,74,16,,,True
74,2009-10,2010-03-18,,Kansas State,7,,North Texas,,W,,82,62,20,,,True
75,2009-10,2010-03-18,,Washington,,,Marquette,,W,,80,78,2,,,True
76,2009-10,2010-03-18,,New Mexico,8,,Montana,,W,,62,57,5,,,True
77,2009-10,2010-03-18,,Murray State,,,Vanderbilt,21,W,,66,65,1,,,True
78,2009-10,2010-03-18,,Northern Iowa,,,Nevada-Las Vegas,,W,,69,66,3,,,True
79,2009-10,2010-03-18,,Old Dominion,,,Notre Dame,,W,,51,50,1,,,True
80,2009-10,2010-03-18,,Saint Mary's (CA),,,Richmond,24,W,,80,71,9,,,True
81,2009-10,2010-03-18,,Villanova,9,,Robert Morris,,W,,73,70,3,,1,True
82,2009-10,2010-03-18,,Tennessee,15,,San Diego State,,W,,62,59,3,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2009-10,2010-03-18,,Wake Forest,,,Texas,,W,,81,80,1,,1,True
85,2009-10,2010-03-19,,Duke,3,,Arkansas-Pine Bluff,,W,,73,44,29,,,True
86,2009-10,2010-03-19,,California,,,Louisville,,W,,77,62,15,,,True
87,2009-10,2010-03-19,,Ohio State,5,,UC Santa Barbara,,W,,68,51,17,,,True
88,2009-10,2010-03-19,,Missouri,,,Clemson,,W,,86,78,8,,,True
89,2009-10,2010-03-19,,Cornell,,,Temple,12,W,,78,65,13,,,True
90,2009-10,2010-03-19,,Gonzaga,22,,Florida State,,W,,67,60,7,,,True
91,2009-10,2010-03-19,,Georgia Tech,,,Oklahoma State,,W,,64,59,5,,,True
92,2009-10,2010-03-19,,Maryland,20,,Houston,,W,,89,77,12,,,True
93,2009-10,2010-03-19,,Michigan State,13,,New Mexico State,,W,,70,67,3,,,True
94,2009-10,2010-03-19,,Xavier,25,,Minnesota,,W,,65,54,11,,,True
95,2009-10,2010-03-19,,West Virginia,6,,Morgan State,,W,,77,50,27,,,True
96,2009-10,2010-03-19,,Pittsburgh,18,,Oakland,,W,,89,66,23,,,True
97,2009-10,2010-03-19,,Purdue,10,,Siena,,W,,72,64,8,,,True
98,2009-10,2010-03-19,,Syracuse,4,,Vermont,,W,,79,56,23,,,True
99,2009-10,2010-03-19,,Texas A&M,23,,Utah State,,W,,69,53,16,,,True
100,2009-10,2010-03-19,,Wisconsin,16,,Wofford,,W,,53,49,4,,,True
101,2009-10,2010-03-20,,Baylor,19,,Old Dominion,,W,,76,68,8,,,True
102,2009-10,2010-03-20,,Kansas State,7,,Brigham Young,17,W,,84,72,12,,,True
103,2009-10,2010-03-20,,Butler,11,,Murray State,,W,,54,52,2,,,True
0,2009-10,2010-03-20,,Northern Iowa,,,Kansas,1,W,,69,67,2,,,True
1,2009-10,2010-03-20,,Kentucky,2,,Wake Forest,,W,,90,60,30,,,True
2,2009-10,2010-03-20,,Washington,,,New Mexico,8,W,,82,64,18,,,True
3,2009-10,2010-03-20,,Tennessee,15,,Ohio,,W,,83,68,15,,,True
4,2009-10,2010-03-20,,Saint Mary's (CA),,,Villanova,9,W,,75,68,7,,,True
5,2009-10,2010-03-21,,Duke,3,,California,,W,,68,53,15,,,True
6,2009-10,2010-03-21,,Cornell,,,Wisconsin,16,W,,87,69,18,,,True
7,2009-10,2010-03-21,,Ohio State,5,,Georgia Tech,,W,,75,66,9,,,True
8,2009-10,2010-03-21,,Syracuse,4,,Gonzaga,22,W,,87,65,22,,,True
9,2009-10,2010-03-21,,Michigan State,13,,Maryland,20,W,,85,83,2,,,True
10,2009-10,2010-03-21,,West Virginia,6,,Missouri,,W,,68,59,9,,,True
11,2009-10,2010-03-21,,Xavier,25,,Pittsburgh,18,W,,71,68,3,,,True
12,2009-10,2010-03-21,,Purdue,10,,Texas A&M,23,W,,63,61,2,,1,True
13,2009-10,2010-03-25,,Butler,11,,Syracuse,4,W,,63,59,4,,,True
14,2009-10,2010-03-25,,Kentucky,2,,Cornell,,W,,62,45,17,,,True
15,2009-10,2010-03-25,,Kansas State,7,,Xavier,25,W,,101,96,5,,2,True
16,2009-10,2010-03-25,,West Virginia,6,,Washington,,W,,69,56,13,,,True
17,2009-10,2010-03-26,,Baylor,19,,Saint Mary's (CA),,W,,72,49,23,,,True
18,2009-10,2010-03-26,,Duke,3,,Purdue,10,W,,70,57,13,,,True
19,2009-10,2010-03-26,,Michigan State,13,,Northern Iowa,,W,,59,52,7,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2009-10,2010-03-26,,Tennessee,15,,Ohio State,5,W,,76,73,3,,,True
22,2009-10,2010-03-27,,Butler,11,,Kansas State,7,W,,63,56,7,,,True
23,2009-10,2010-03-27,,West Virginia,6,,Kentucky,2,W,,73,66,7,,,True
24,2009-10,2010-03-28,,Duke,3,,Baylor,19,W,,78,71,7,,,True
25,2009-10,2010-03-28,,Michigan State,13,,Tennessee,15,W,,70,69,1,,,True
26,2009-10,2010-04-03,,Butler,11,,Michigan State,13,W,,52,50,2,,,True
27,2009-10,2010-04-03,,Duke,3,,West Virginia,6,W,,78,57,21,,,True
28,2009-10,2010-04-05,,Duke,3,,Butler,11,W,,61,59,2,,,True
0,2009-10,2010-03-16,,Arkansas-Pine Bluff,,,Winthrop,,W,,61,44,17,,,True
1,2009-10,2010-03-18,,Baylor,19,,Sam Houston State,,W,,68,59,9,,,True
2,2009-10,2010-03-18,,Brigham Young,17,,Florida,,W,,99,92,7,,2,True
3,2009-10,2010-03-18,,Butler,11,,UTEP,,W,,77,59,18,,,True
4,2009-10,2010-03-18,,Kentucky,2,,East Tennessee State,,W,,100,71,29,,,True
5,2009-10,2010-03-18,,Ohio,,,Georgetown,14,W,,97,83,14,,,True
6,2009-10,2010-03-18,,Kansas,1,,Lehigh,,W,,90,74,16,,,True
7,2009-10,2010-03-18,,Kansas State,7,,North Texas,,W,,82,62,20,,,True
8,2009-10,2010-03-18,,Washington,,,Marquette,,W,,80,78,2,,,True
9,2009-10,2010-03-18,,New Mexico,8,,Montana,,W,,62,57,5,,,True
10,2009-10,2010-03-18,,Murray State,,,Vanderbilt,21,W,,66,65,1,,,True
11,2009-10,2010-03-18,,Northern Iowa,,,Nevada-Las Vegas,,W,,69,66,3,,,True
12,2009-10,2010-03-18,,Old Dominion,,,Notre Dame,,W,,51,50,1,,,True
13,2009-10,2010-03-18,,Saint Mary's (CA),,,Richmond,24,W,,80,71,9,,,True
14,2009-10,2010-03-18,,Villanova,9,,Robert Morris,,W,,73,70,3,,1,True
15,2009-10,2010-03-18,,Tennessee,15,,San Diego State,,W,,62,59,3,,,True
16,2009-10,2010-03-18,,Wake Forest,,,Texas,,W,,81,80,1,,1,True
17,2009-10,2010-03-19,,Duke,3,,Arkansas-Pine Bluff,,W,,73,44,29,,,True
18,2009-10,2010-03-19,,California,,,Louisville,,W,,77,62,15,,,True
19,2009-10,2010-03-19,,Ohio State,5,,UC Santa Barbara,,W,,68,51,17,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2009-10,2010-03-19,,Missouri,,,Clemson,,W,,86,78,8,,,True
22,2009-10,2010-03-19,,Cornell,,,Temple,12,W,,78,65,13,,,True
23,2009-10,2010-03-19,,Gonzaga,22,,Florida State,,W,,67,60,7,,,True
