,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,playoff
19,2010-11,2011-03-24,,Connecticut,9,,San Diego State,6,W,,74,67,7,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2010-11,2011-03-25,,Virginia Commonwealth,,,Florida State,,W,,72,71,1,,1,True
22,2010-11,2011-03-25,,Kansas,2,,Richmond,,W,,77,57,20,,,True
23,2010-11,2011-03-25,,Kentucky,11,,Ohio State,1,W,,62,60,2,,,True
24,2010-11,2011-03-25,,North Carolina,7,,Marquette,,W,,81,63,18,,,True
25,2010-11,2011-03-26,,Connecticut,9,,Arizona,17,W,,65,63,2,,,True
26,2010-11,2011-03-26,,Butler,,,Florida,15,W,,74,71,3,,1,True
27,2010-11,2011-03-27,,Virginia Commonwealth,,,Kansas,2,W,,71,61,10,,,True
28,2010-11,2011-03-27,,Kentucky,11,,North Carolina,7,W,,76,69,7,,,True
29,2010-11,2011-04-02,,Butler,,,Virginia Commonwealth,,W,,70,62,8,,,True
30,2010-11,2011-04-02,,Connecticut,9,,Kentucky,11,W,,56,55,1,,,True
31,2010-11,2011-04-04,,Connecticut,9,,Butler,,W,,53,41,12,,,True
0,2010-11,2011-03-15,,Clemson,,,UAB,,W,,70,52,18,,,True
1,2010-11,2011-03-15,,UNC Asheville,,,Little Rock,,W,,81,77,4,,1,True
2,2010-11,2011-03-16,,UTSA,,,Alabama State,,W,,70,61,9,,,True
3,2010-11,2011-03-16,,Virginia Commonwealth,,,Southern California,,W,,59,46,13,,,True
4,2010-11,2011-03-17,,Wisconsin,16,,Belmont,,W,,72,58,14,,,True
5,2010-11,2011-03-17,,Brigham Young,10,,Wofford,,W,,74,66,8,,,True
6,2010-11,2011-03-17,,Connecticut,9,,Bucknell,,W,,81,52,29,,,True
7,2010-11,2011-03-17,,Butler,,,Old Dominion,,W,,60,58,2,,,True
8,2010-11,2011-03-17,,Florida,15,,UC Santa Barbara,,W,,79,51,28,,,True
9,2010-11,2011-03-17,,Cincinnati,,,Missouri,,W,,78,63,15,,,True
10,2010-11,2011-03-17,,West Virginia,22,,Clemson,,W,,84,76,8,,,True
11,2010-11,2011-03-17,,Gonzaga,,,St. John's (NY),18,W,,86,71,15,,,True
12,2010-11,2011-03-17,,Kansas State,21,,Utah State,19,W,,73,68,5,,,True
13,2010-11,2011-03-17,,Kentucky,11,,Princeton,,W,,59,57,2,,,True
14,2010-11,2011-03-17,,Morehead State,,,Louisville,14,W,,62,61,1,,,True
15,2010-11,2011-03-17,,UCLA,,,Michigan State,,W,,78,76,2,,,True
16,2010-11,2011-03-17,,Pittsburgh,4,,UNC Asheville,,W,,74,51,23,,,True
17,2010-11,2011-03-17,,San Diego State,6,,Northern Colorado,,W,,68,50,18,,,True
18,2010-11,2011-03-17,,Temple,,,Penn State,,W,,66,64,2,,,True
19,2010-11,2011-03-17,,Richmond,,,Vanderbilt,25,W,,69,66,3,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2010-11,2011-03-18,,Notre Dame,5,,Akron,,W,,69,56,13,,,True
22,2010-11,2011-03-18,,Arizona,17,,Memphis,,W,,77,75,2,,,True
23,2010-11,2011-03-18,,Kansas,2,,Boston University,,W,,72,53,19,,,True
24,2010-11,2011-03-18,,Duke,3,,Hampton,,W,,87,45,42,,,True
25,2010-11,2011-03-18,,Florida State,,,Texas A&M,24,W,,57,50,7,,,True
26,2010-11,2011-03-18,,George Mason,,,Villanova,,W,,61,57,4,,,True
27,2010-11,2011-03-18,,Virginia Commonwealth,,,Georgetown,,W,,74,56,18,,,True
28,2010-11,2011-03-18,,Washington,23,,Georgia,,W,,68,65,3,,,True
29,2010-11,2011-03-18,,Illinois,,,Nevada-Las Vegas,,W,,73,62,11,,,True
30,2010-11,2011-03-18,,Syracuse,12,,Indiana State,,W,,77,60,17,,,True
31,2010-11,2011-03-18,,North Carolina,7,,Long Island University,,W,,102,87,15,,,True
32,2010-11,2011-03-18,,Marquette,,,Xavier,20,W,,66,55,11,,,True
33,2010-11,2011-03-18,,Michigan,,,Tennessee,,W,,75,45,30,,,True
34,2010-11,2011-03-18,,Texas,8,,Oakland,,W,,85,81,4,,,True
35,2010-11,2011-03-18,,Ohio State,1,,UTSA,,W,,75,46,29,,,True
36,2010-11,2011-03-18,,Purdue,13,,Saint Peter's,,W,,65,43,22,,,True
37,2010-11,2011-03-19,,Brigham Young,10,,Gonzaga,,W,,89,67,22,,,True
38,2010-11,2011-03-19,,Butler,,,Pittsburgh,4,W,,71,70,1,,,True
39,2010-11,2011-03-19,,Connecticut,9,,Cincinnati,,W,,69,58,11,,,True
40,2010-11,2011-03-19,,Florida,15,,UCLA,,W,,73,65,8,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2010-11,2011-03-19,,Wisconsin,16,,Kansas State,21,W,,70,65,5,,,True
43,2010-11,2011-03-19,,Kentucky,11,,West Virginia,22,W,,71,63,8,,,True
44,2010-11,2011-03-19,,Richmond,,,Morehead State,,W,,65,48,17,,,True
45,2010-11,2011-03-19,,San Diego State,6,,Temple,,W,,71,64,7,,2,True
46,2010-11,2011-03-20,,Arizona,17,,Texas,8,W,,70,69,1,,,True
47,2010-11,2011-03-20,,Duke,3,,Michigan,,W,,73,71,2,,,True
48,2010-11,2011-03-20,,Florida State,,,Notre Dame,5,W,,71,57,14,,,True
49,2010-11,2011-03-20,,Ohio State,1,,George Mason,,W,,98,66,32,,,True
50,2010-11,2011-03-20,,Kansas,2,,Illinois,,W,,73,59,14,,,True
51,2010-11,2011-03-20,,Marquette,,,Syracuse,12,W,,66,62,4,,,True
52,2010-11,2011-03-20,,North Carolina,7,,Washington,23,W,,86,83,3,,,True
53,2010-11,2011-03-20,,Virginia Commonwealth,,,Purdue,13,W,,94,76,18,,,True
54,2010-11,2011-03-24,,Arizona,17,,Duke,3,W,,93,77,16,,,True
55,2010-11,2011-03-24,,Florida,15,,Brigham Young,10,W,,83,74,9,,1,True
56,2010-11,2011-03-24,,Butler,,,Wisconsin,16,W,,61,54,7,,,True
57,2010-11,2011-03-24,,Connecticut,9,,San Diego State,6,W,,74,67,7,,,True
58,2010-11,2011-03-25,,Virginia Commonwealth,,,Florida State,,W,,72,71,1,,1,True
59,2010-11,2011-03-25,,Kansas,2,,Richmond,,W,,77,57,20,,,True
60,2010-11,2011-03-25,,Kentucky,11,,Ohio State,1,W,,62,60,2,,,True
61,2010-11,2011-03-25,,North Carolina,7,,Marquette,,W,,81,63,18,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2010-11,2011-03-26,,Connecticut,9,,Arizona,17,W,,65,63,2,,,True
64,2010-11,2011-03-26,,Butler,,,Florida,15,W,,74,71,3,,1,True
65,2010-11,2011-03-27,,Virginia Commonwealth,,,Kansas,2,W,,71,61,10,,,True
66,2010-11,2011-03-27,,Kentucky,11,,North Carolina,7,W,,76,69,7,,,True
67,2010-11,2011-04-02,,Butler,,,Virginia Commonwealth,,W,,70,62,8,,,True
68,2010-11,2011-04-02,,Connecticut,9,,Kentucky,11,W,,56,55,1,,,True
69,2010-11,2011-04-04,,Connecticut,9,,Butler,,W,,53,41,12,,,True
70,2011-12,2012-03-13,,Brigham Young,,,Iona,,W,,78,72,6,,,True
71,2011-12,2012-03-13,,Western Kentucky,,,Mississippi Valley State,,W,,59,58,1,,,True
72,2011-12,2012-03-14,,South Florida,,,California,,W,,65,54,11,,,True
73,2011-12,2012-03-14,,Vermont,,,Lamar,,W,,71,59,12,,,True
74,2011-12,2012-03-15,,Baylor,9,,South Dakota State,,W,,68,60,8,,,True
75,2011-12,2012-03-15,,Marquette,11,,Brigham Young,,W,,88,68,20,,,True
76,2011-12,2012-03-15,,Colorado,,,Nevada-Las Vegas,23,W,,68,64,4,,,True
77,2011-12,2012-03-15,,Murray State,12,,Colorado State,,W,,58,41,17,,,True
78,2011-12,2012-03-15,,Iowa State,,,Connecticut,,W,,77,64,13,,,True
79,2011-12,2012-03-15,,Louisville,17,,Davidson,,W,,69,62,7,,,True
80,2011-12,2012-03-15,,Gonzaga,,,West Virginia,,W,,77,54,23,,,True
81,2011-12,2012-03-15,,Vanderbilt,20,,Harvard,,W,,79,70,9,,,True
82,2011-12,2012-03-15,,Indiana,16,,New Mexico State,,W,,79,66,13,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2011-12,2012-03-15,,Kansas State,,,Southern Mississippi,,W,,70,64,6,,,True
85,2011-12,2012-03-15,,Kentucky,1,,Western Kentucky,,W,,81,66,15,,,True
86,2011-12,2012-03-15,,New Mexico,21,,Long Beach State,,W,,75,68,7,,,True
87,2011-12,2012-03-15,,Ohio State,7,,Loyola (MD),,W,,78,59,19,,,True
88,2011-12,2012-03-15,,Wisconsin,14,,Montana,,W,,73,49,24,,,True
89,2011-12,2012-03-15,,Syracuse,2,,UNC Asheville,,W,,72,65,7,,,True
90,2011-12,2012-03-15,,Virginia Commonwealth,,,Wichita State,18,W,,62,59,3,,,True
91,2011-12,2012-03-16,,Creighton,19,,Alabama,,W,,58,57,1,,,True
92,2011-12,2012-03-16,,Georgetown,15,,Belmont,,W,,74,59,15,,,True
93,2011-12,2012-03-16,,Cincinnati,,,Texas,,W,,65,59,6,,,True
94,2011-12,2012-03-16,,Kansas,6,,Detroit Mercy,,W,,65,50,15,,,True
95,2011-12,2012-03-16,,Lehigh,,,Duke,8,W,,75,70,5,,,True
96,2011-12,2012-03-16,,Florida,25,,Virginia,,W,,71,45,26,,,True
97,2011-12,2012-03-16,,Florida State,10,,St. Bonaventure,,W,,66,63,3,,,True
98,2011-12,2012-03-16,,Michigan State,5,,Long Island University,,W,,89,67,22,,,True
99,2011-12,2012-03-16,,Saint Louis,,,Memphis,,W,,61,54,7,,,True
100,2011-12,2012-03-16,,Ohio,,,Michigan,13,W,,65,60,5,,,True
101,2011-12,2012-03-16,,Norfolk State,,,Missouri,3,W,,86,84,2,,,True
102,2011-12,2012-03-16,,North Carolina,4,,Vermont,,W,,77,58,19,,,True
103,2011-12,2012-03-16,,NC State,,,San Diego State,22,W,,79,65,14,,,True
0,2011-12,2012-03-16,,Xavier,,,Notre Dame,,W,,67,63,4,,,True
1,2011-12,2012-03-16,,Purdue,,,Saint Mary's (CA),24,W,,72,69,3,,,True
2,2011-12,2012-03-16,,South Florida,,,Temple,,W,,58,44,14,,,True
3,2011-12,2012-03-17,,Baylor,9,,Colorado,,W,,80,63,17,,,True
4,2011-12,2012-03-17,,Ohio State,7,,Gonzaga,,W,,73,66,7,,,True
5,2011-12,2012-03-17,,Indiana,16,,Virginia Commonwealth,,W,,63,61,2,,,True
6,2011-12,2012-03-17,,Kentucky,1,,Iowa State,,W,,87,71,16,,,True
7,2011-12,2012-03-17,,Syracuse,2,,Kansas State,,W,,75,59,16,,,True
8,2011-12,2012-03-17,,Louisville,17,,New Mexico,21,W,,59,56,3,,,True
9,2011-12,2012-03-17,,Marquette,11,,Murray State,12,W,,62,53,9,,,True
10,2011-12,2012-03-17,,Wisconsin,14,,Vanderbilt,20,W,,60,57,3,,,True
11,2011-12,2012-03-18,,Cincinnati,,,Florida State,10,W,,62,56,6,,,True
12,2011-12,2012-03-18,,North Carolina,4,,Creighton,19,W,,87,73,14,,,True
13,2011-12,2012-03-18,,Florida,25,,Norfolk State,,W,,84,50,34,,,True
14,2011-12,2012-03-18,,NC State,,,Georgetown,15,W,,66,63,3,,,True
15,2011-12,2012-03-18,,Kansas,6,,Purdue,,W,,63,60,3,,,True
16,2011-12,2012-03-18,,Xavier,,,Lehigh,,W,,70,58,12,,,True
17,2011-12,2012-03-18,,Michigan State,5,,Saint Louis,,W,,65,61,4,,,True
18,2011-12,2012-03-18,,Ohio,,,South Florida,,W,,62,56,6,,,True
19,2011-12,2012-03-22,,Ohio State,7,,Cincinnati,,W,,81,66,15,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2011-12,2012-03-22,,Florida,25,,Marquette,11,W,,68,58,10,,,True
22,2011-12,2012-03-22,,Louisville,17,,Michigan State,5,W,,57,44,13,,,True
23,2011-12,2012-03-22,,Syracuse,2,,Wisconsin,14,W,,64,63,1,,,True
24,2011-12,2012-03-23,,Baylor,9,,Xavier,,W,,75,70,5,,,True
25,2011-12,2012-03-23,,Kentucky,1,,Indiana,16,W,,102,90,12,,,True
26,2011-12,2012-03-23,,Kansas,6,,NC State,,W,,60,57,3,,,True
27,2011-12,2012-03-23,,North Carolina,4,,Ohio,,W,,73,65,8,,1,True
28,2011-12,2012-03-24,,Louisville,17,,Florida,25,W,,72,68,4,,,True
29,2011-12,2012-03-24,,Ohio State,7,,Syracuse,2,W,,77,70,7,,,True
30,2011-12,2012-03-25,,Kentucky,1,,Baylor,9,W,,82,70,12,,,True
31,2011-12,2012-03-25,,Kansas,6,,North Carolina,4,W,,80,67,13,,,True
32,2011-12,2012-03-31,,Kansas,6,,Ohio State,7,W,,64,62,2,,,True
33,2011-12,2012-03-31,,Kentucky,1,,Louisville,17,W,,69,61,8,,,True
34,2011-12,2012-04-02,,Kentucky,1,,Kansas,6,W,,67,59,8,,,True
0,2011-12,2012-03-13,,Brigham Young,,,Iona,,W,,78,72,6,,,True
1,2011-12,2012-03-13,,Western Kentucky,,,Mississippi Valley State,,W,,59,58,1,,,True
2,2011-12,2012-03-14,,South Florida,,,California,,W,,65,54,11,,,True
3,2011-12,2012-03-14,,Vermont,,,Lamar,,W,,71,59,12,,,True
4,2011-12,2012-03-15,,Baylor,9,,South Dakota State,,W,,68,60,8,,,True
5,2011-12,2012-03-15,,Marquette,11,,Brigham Young,,W,,88,68,20,,,True
6,2011-12,2012-03-15,,Colorado,,,Nevada-Las Vegas,23,W,,68,64,4,,,True
7,2011-12,2012-03-15,,Murray State,12,,Colorado State,,W,,58,41,17,,,True
8,2011-12,2012-03-15,,Iowa State,,,Connecticut,,W,,77,64,13,,,True
9,2011-12,2012-03-15,,Louisville,17,,Davidson,,W,,69,62,7,,,True
10,2011-12,2012-03-15,,Gonzaga,,,West Virginia,,W,,77,54,23,,,True
11,2011-12,2012-03-15,,Vanderbilt,20,,Harvard,,W,,79,70,9,,,True
12,2011-12,2012-03-15,,Indiana,16,,New Mexico State,,W,,79,66,13,,,True
13,2011-12,2012-03-15,,Kansas State,,,Southern Mississippi,,W,,70,64,6,,,True
14,2011-12,2012-03-15,,Kentucky,1,,Western Kentucky,,W,,81,66,15,,,True
15,2011-12,2012-03-15,,New Mexico,21,,Long Beach State,,W,,75,68,7,,,True
16,2011-12,2012-03-15,,Ohio State,7,,Loyola (MD),,W,,78,59,19,,,True
17,2011-12,2012-03-15,,Wisconsin,14,,Montana,,W,,73,49,24,,,True
18,2011-12,2012-03-15,,Syracuse,2,,UNC Asheville,,W,,72,65,7,,,True
19,2011-12,2012-03-15,,Virginia Commonwealth,,,Wichita State,18,W,,62,59,3,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2011-12,2012-03-16,,Creighton,19,,Alabama,,W,,58,57,1,,,True
22,2011-12,2012-03-16,,Georgetown,15,,Belmont,,W,,74,59,15,,,True
23,2011-12,2012-03-16,,Cincinnati,,,Texas,,W,,65,59,6,,,True
24,2011-12,2012-03-16,,Kansas,6,,Detroit Mercy,,W,,65,50,15,,,True
25,2011-12,2012-03-16,,Lehigh,,,Duke,8,W,,75,70,5,,,True
26,2011-12,2012-03-16,,Florida,25,,Virginia,,W,,71,45,26,,,True
27,2011-12,2012-03-16,,Florida State,10,,St. Bonaventure,,W,,66,63,3,,,True
28,2011-12,2012-03-16,,Michigan State,5,,Long Island University,,W,,89,67,22,,,True
29,2011-12,2012-03-16,,Saint Louis,,,Memphis,,W,,61,54,7,,,True
30,2011-12,2012-03-16,,Ohio,,,Michigan,13,W,,65,60,5,,,True
31,2011-12,2012-03-16,,Norfolk State,,,Missouri,3,W,,86,84,2,,,True
32,2011-12,2012-03-16,,North Carolina,4,,Vermont,,W,,77,58,19,,,True
33,2011-12,2012-03-16,,NC State,,,San Diego State,22,W,,79,65,14,,,True
34,2011-12,2012-03-16,,Xavier,,,Notre Dame,,W,,67,63,4,,,True
35,2011-12,2012-03-16,,Purdue,,,Saint Mary's (CA),24,W,,72,69,3,,,True
36,2011-12,2012-03-16,,South Florida,,,Temple,,W,,58,44,14,,,True
37,2011-12,2012-03-17,,Baylor,9,,Colorado,,W,,80,63,17,,,True
38,2011-12,2012-03-17,,Ohio State,7,,Gonzaga,,W,,73,66,7,,,True
39,2011-12,2012-03-17,,Indiana,16,,Virginia Commonwealth,,W,,63,61,2,,,True
40,2011-12,2012-03-17,,Kentucky,1,,Iowa State,,W,,87,71,16,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2011-12,2012-03-17,,Syracuse,2,,Kansas State,,W,,75,59,16,,,True
43,2011-12,2012-03-17,,Louisville,17,,New Mexico,21,W,,59,56,3,,,True
44,2011-12,2012-03-17,,Marquette,11,,Murray State,12,W,,62,53,9,,,True
45,2011-12,2012-03-17,,Wisconsin,14,,Vanderbilt,20,W,,60,57,3,,,True
46,2011-12,2012-03-18,,Cincinnati,,,Florida State,10,W,,62,56,6,,,True
47,2011-12,2012-03-18,,North Carolina,4,,Creighton,19,W,,87,73,14,,,True
48,2011-12,2012-03-18,,Florida,25,,Norfolk State,,W,,84,50,34,,,True
49,2011-12,2012-03-18,,NC State,,,Georgetown,15,W,,66,63,3,,,True
50,2011-12,2012-03-18,,Kansas,6,,Purdue,,W,,63,60,3,,,True
51,2011-12,2012-03-18,,Xavier,,,Lehigh,,W,,70,58,12,,,True
52,2011-12,2012-03-18,,Michigan State,5,,Saint Louis,,W,,65,61,4,,,True
53,2011-12,2012-03-18,,Ohio,,,South Florida,,W,,62,56,6,,,True
54,2011-12,2012-03-22,,Ohio State,7,,Cincinnati,,W,,81,66,15,,,True
55,2011-12,2012-03-22,,Florida,25,,Marquette,11,W,,68,58,10,,,True
56,2011-12,2012-03-22,,Louisville,17,,Michigan State,5,W,,57,44,13,,,True
57,2011-12,2012-03-22,,Syracuse,2,,Wisconsin,14,W,,64,63,1,,,True
58,2011-12,2012-03-23,,Baylor,9,,Xavier,,W,,75,70,5,,,True
59,2011-12,2012-03-23,,Kentucky,1,,Indiana,16,W,,102,90,12,,,True
60,2011-12,2012-03-23,,Kansas,6,,NC State,,W,,60,57,3,,,True
61,2011-12,2012-03-23,,North Carolina,4,,Ohio,,W,,73,65,8,,1,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2011-12,2012-03-24,,Louisville,17,,Florida,25,W,,72,68,4,,,True
64,2011-12,2012-03-24,,Ohio State,7,,Syracuse,2,W,,77,70,7,,,True
65,2011-12,2012-03-25,,Kentucky,1,,Baylor,9,W,,82,70,12,,,True
66,2011-12,2012-03-25,,Kansas,6,,North Carolina,4,W,,80,67,13,,,True
67,2011-12,2012-03-31,,Kansas,6,,Ohio State,7,W,,64,62,2,,,True
68,2011-12,2012-03-31,,Kentucky,1,,Louisville,17,W,,69,61,8,,,True
69,2011-12,2012-04-02,,Kentucky,1,,Kansas,6,W,,67,59,8,,,True
70,2012-13,2013-03-19,,North Carolina A&T,,,Liberty,,W,,73,72,1,,,True
71,2012-13,2013-03-19,,Saint Mary's (CA),,,Middle Tennessee,,W,,67,54,13,,,True
72,2012-13,2013-03-20,,La Salle,,,Boise State,,W,,80,71,9,,,True
73,2012-13,2013-03-20,,James Madison,,,Long Island University,,W,,68,55,13,,,True
74,2012-13,2013-03-21,,Virginia Commonwealth,,,Akron,,W,,88,42,46,,,True
75,2012-13,2013-03-21,,Arizona,21,,Belmont,,W,,81,64,17,,,True
76,2012-13,2013-03-21,,Butler,,,Bucknell,,W,,68,56,12,,,True
77,2012-13,2013-03-21,,California,,,Nevada-Las Vegas,,W,,64,61,3,,,True
78,2012-13,2013-03-21,,Colorado State,,,Missouri,,W,,84,72,12,,,True
79,2012-13,2013-03-21,,Marquette,15,,Davidson,,W,,59,58,1,,,True
80,2012-13,2013-03-21,,Gonzaga,1,,Southern,,W,,64,58,6,,,True
81,2012-13,2013-03-21,,Harvard,,,New Mexico,10,W,,68,62,6,,,True
82,2012-13,2013-03-21,,Louisville,2,,North Carolina A&T,,W,,79,48,31,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2012-13,2013-03-21,,Memphis,19,,Saint Mary's (CA),,W,,54,52,2,,,True
85,2012-13,2013-03-21,,Michigan,10,,South Dakota State,,W,,71,56,15,,,True
86,2012-13,2013-03-21,,Michigan State,9,,Valparaiso,,W,,65,54,11,,,True
87,2012-13,2013-03-21,,Syracuse,16,,Montana,,W,,81,34,47,,,True
88,2012-13,2013-03-21,,Saint Louis,13,,New Mexico State,,W,,64,44,20,,,True
89,2012-13,2013-03-21,,Oregon,25,,Oklahoma State,17,W,,68,55,13,,,True
90,2012-13,2013-03-21,,Wichita State,,,Pittsburgh,20,W,,73,55,18,,,True
91,2012-13,2013-03-22,,Duke,6,,Albany (NY),,W,,73,61,12,,,True
92,2012-13,2013-03-22,,Creighton,22,,Cincinnati,,W,,67,63,4,,,True
93,2012-13,2013-03-22,,Illinois,,,Colorado,,W,,57,49,8,,,True
94,2012-13,2013-03-22,,Florida,14,,Northwestern State,,W,,79,47,32,,,True
95,2012-13,2013-03-22,,Florida Gulf Coast,,,Georgetown,8,W,,78,68,10,,,True
96,2012-13,2013-03-22,,Indiana,4,,James Madison,,W,,83,62,21,,,True
97,2012-13,2013-03-22,,Ohio State,7,,Iona,,W,,95,70,25,,,True
98,2012-13,2013-03-22,,Iowa State,,,Notre Dame,23,W,,76,58,18,,,True
99,2012-13,2013-03-22,,Kansas,3,,Western Kentucky,,W,,64,57,7,,,True
100,2012-13,2013-03-22,,La Salle,,,Kansas State,12,W,,63,61,2,,,True
101,2012-13,2013-03-22,,Miami (FL),5,,Pacific,,W,,78,49,29,,,True
102,2012-13,2013-03-22,,Minnesota,,,UCLA,24,W,,83,63,20,,,True
103,2012-13,2013-03-22,,Mississippi,,,Wisconsin,18,W,,57,46,11,,,True
0,2012-13,2013-03-22,,North Carolina,,,Villanova,,W,,78,71,7,,,True
1,2012-13,2013-03-22,,Temple,,,NC State,,W,,76,72,4,,,True
2,2012-13,2013-03-22,,San Diego State,,,Oklahoma,,W,,70,55,15,,,True
3,2012-13,2013-03-23,,Arizona,21,,Harvard,,W,,74,51,23,,,True
4,2012-13,2013-03-23,,Marquette,15,,Butler,,W,,74,72,2,,,True
5,2012-13,2013-03-23,,Syracuse,16,,California,,W,,66,60,6,,,True
6,2012-13,2013-03-23,,Louisville,2,,Colorado State,,W,,82,56,26,,,True
7,2012-13,2013-03-23,,Wichita State,,,Gonzaga,1,W,,76,70,6,,,True
8,2012-13,2013-03-23,,Michigan State,9,,Memphis,19,W,,70,48,22,,,True
9,2012-13,2013-03-23,,Michigan,10,,Virginia Commonwealth,,W,,78,53,25,,,True
10,2012-13,2013-03-23,,Oregon,25,,Saint Louis,13,W,,74,57,17,,,True
11,2012-13,2013-03-24,,Duke,6,,Creighton,22,W,,66,50,16,,,True
12,2012-13,2013-03-24,,Florida,14,,Minnesota,,W,,78,64,14,,,True
13,2012-13,2013-03-24,,Florida Gulf Coast,,,San Diego State,,W,,81,71,10,,,True
14,2012-13,2013-03-24,,Miami (FL),5,,Illinois,,W,,63,59,4,,,True
15,2012-13,2013-03-24,,Indiana,4,,Temple,,W,,58,52,6,,,True
16,2012-13,2013-03-24,,Ohio State,7,,Iowa State,,W,,78,75,3,,,True
17,2012-13,2013-03-24,,Kansas,3,,North Carolina,,W,,70,58,12,,,True
18,2012-13,2013-03-24,,La Salle,,,Mississippi,,W,,76,74,2,,,True
19,2012-13,2013-03-28,,Ohio State,7,,Arizona,21,W,,73,70,3,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2012-13,2013-03-28,,Syracuse,16,,Indiana,4,W,,61,50,11,,,True
22,2012-13,2013-03-28,,Wichita State,,,La Salle,,W,,72,58,14,,,True
23,2012-13,2013-03-28,,Marquette,15,,Miami (FL),5,W,,71,61,10,,,True
24,2012-13,2013-03-29,,Duke,6,,Michigan State,9,W,,71,61,10,,,True
25,2012-13,2013-03-29,,Florida,14,,Florida Gulf Coast,,W,,62,50,12,,,True
26,2012-13,2013-03-29,,Michigan,10,,Kansas,3,W,,87,85,2,,1,True
27,2012-13,2013-03-29,,Louisville,2,,Oregon,25,W,,77,69,8,,,True
28,2012-13,2013-03-30,,Syracuse,16,,Marquette,15,W,,55,39,16,,,True
29,2012-13,2013-03-30,,Wichita State,,,Ohio State,7,W,,70,66,4,,,True
30,2012-13,2013-03-31,,Louisville,2,,Duke,6,W,,85,63,22,,,True
31,2012-13,2013-03-31,,Michigan,10,,Florida,14,W,,79,59,20,,,True
32,2012-13,2013-04-06,,Louisville,2,,Wichita State,,W,,72,68,4,,,True
33,2012-13,2013-04-06,,Michigan,10,,Syracuse,16,W,,61,56,5,,,True
34,2012-13,2013-04-08,,Louisville,2,,Michigan,10,W,,82,76,6,,,True
0,2012-13,2013-03-19,,North Carolina A&T,,,Liberty,,W,,73,72,1,,,True
1,2012-13,2013-03-19,,Saint Mary's (CA),,,Middle Tennessee,,W,,67,54,13,,,True
2,2012-13,2013-03-20,,La Salle,,,Boise State,,W,,80,71,9,,,True
3,2012-13,2013-03-20,,James Madison,,,Long Island University,,W,,68,55,13,,,True
4,2012-13,2013-03-21,,Virginia Commonwealth,,,Akron,,W,,88,42,46,,,True
5,2012-13,2013-03-21,,Arizona,21,,Belmont,,W,,81,64,17,,,True
6,2012-13,2013-03-21,,Butler,,,Bucknell,,W,,68,56,12,,,True
7,2012-13,2013-03-21,,California,,,Nevada-Las Vegas,,W,,64,61,3,,,True
8,2012-13,2013-03-21,,Colorado State,,,Missouri,,W,,84,72,12,,,True
9,2012-13,2013-03-21,,Marquette,15,,Davidson,,W,,59,58,1,,,True
10,2012-13,2013-03-21,,Gonzaga,1,,Southern,,W,,64,58,6,,,True
11,2012-13,2013-03-21,,Harvard,,,New Mexico,10,W,,68,62,6,,,True
12,2012-13,2013-03-21,,Louisville,2,,North Carolina A&T,,W,,79,48,31,,,True
13,2012-13,2013-03-21,,Memphis,19,,Saint Mary's (CA),,W,,54,52,2,,,True
14,2012-13,2013-03-21,,Michigan,10,,South Dakota State,,W,,71,56,15,,,True
15,2012-13,2013-03-21,,Michigan State,9,,Valparaiso,,W,,65,54,11,,,True
16,2012-13,2013-03-21,,Syracuse,16,,Montana,,W,,81,34,47,,,True
17,2012-13,2013-03-21,,Saint Louis,13,,New Mexico State,,W,,64,44,20,,,True
18,2012-13,2013-03-21,,Oregon,25,,Oklahoma State,17,W,,68,55,13,,,True
19,2012-13,2013-03-21,,Wichita State,,,Pittsburgh,20,W,,73,55,18,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2012-13,2013-03-22,,Duke,6,,Albany (NY),,W,,73,61,12,,,True
22,2012-13,2013-03-22,,Creighton,22,,Cincinnati,,W,,67,63,4,,,True
23,2012-13,2013-03-22,,Illinois,,,Colorado,,W,,57,49,8,,,True
